onset	duration	trial_type	correct
4	6.0	MS3	1
14	6.0	MS1	1
24	6.0	CS3	1
38	6.0	MS2	1
48	6.0	CS3	1
58	6.0	CS4	1
68	6.0	CS1	1
78	6.0	MS2	1
88	6.0	MS2	1
98	6.0	MS1	1
108	6.0	CS1	1
118	6.0	CS1	1
130	6.0	MS1	1
144	6.0	CS3	1
154	6.0	MS1	1
164	6.0	CS4	1
174	6.0	CS4	1
184	6.0	MS3	1
194	6.0	CS2	1
208	6.0	MS2	1
222	6.0	CS3	1
232	6.0	MS4	1
244	6.0	CS4	1
260	6.0	CS2	1
276	6.0	MS4	1
290	6.0	CS2	1
302	6.0	MS3	1
316	6.0	MS4	1
326	6.0	CS4	1
336	6.0	MS2	1
346	6.0	MS3	1
358	6.0	CS1	1
368	6.0	CS2	1
378	6.0	CS2	1
388	6.0	MS4	1
398	6.0	MS4	1
408	6.0	MS1	1
418	6.0	MS3	1
428	6.0	CS1	1
438	6.0	CS3	1
