onset	duration	condition_name	trial_type	stim_name	one_back	train_test	subj_resp	imagert	imagery_scene	imagery_pos
2.200016751885414e-06	12.001585999969393	0	0	Fix	0	0	0	0	0	0
12.001586200087331	2.001531600020826	6450	1	images\train2017\000000006450.jpg	0	2	0	0	0	0
15.000413400004618	2.001475299941376	48900	1	images\train2017\000000048900.jpg	0	1	0	0	0	0
18.000369100016542	2.0018826000159606	81354	1	images\train2017\000000081354.jpg	0	1	0	0	0	0
21.000102400081232	2.0015095999697223	70856	1	images\train2017\000000070856.jpg	0	1	0	0	0	0
24.00001320010051	2.001401799963787	267059	2	A girl wearing strips is brushing her teeth	0	1	0	0	0	0
27.000213999999687	2.0015572999836877	267059	2	A girl wearing strips is brushing her teeth	1	0	1	0	0	0
30.000010700081475	2.0016164999688044	548167	2	A young boy is learning how to ski	0	2	0	0	0	0
33.00036440009717	2.0015769000165164	144	1	images\train2017\000000000144.jpg	0	1	0	0	0	0
35.99992980004754	2.0015047000488266	0	0	Fix	0	0	0	0	0	0
39.000435700058006	2.0015580999897793	233238	1	images\val2017\000000233238.jpg	0	1	0	0	0	0
42.0002502000425	2.0015688000712544	338321	1	images\train2017\000000338321.jpg	0	1	0	0	0	0
45.00002240005415	2.001632899977267	378028	2	A PERSON IS SMILING N THE KITCEHN	0	1	0	0	0	0
48.000240500085056	2.0015379999531433	423710	1	images\train2017\000000423710.jpg	0	1	0	0	0	0
51.00008870009333	2.0016422999324277	154614	2	A toiled with the lid up is in a small room	0	1	1	0	0	0
53.999907099991105	2.0014955999795347	59220	2	a person riding a surf board on a wave	0	1	0	0	0	0
57.000063900020905	2.0016109000425786	292888	2	A black cow standing next to a white cow	0	2	0	0	0	0
59.999899100046605	2.0015011000214145	138054	2	A baseball player holding out his gloved hand	0	1	0	0	0	0
63.000371300033294	2.0016334999818355	164910	1	images\train2017\000000164910.jpg	0	1	0	0	0	0
66.00064520002343	2.0015241000801325	248459	1	images\train2017\000000248459.jpg	0	1	0	0	0	0
69.00004020007327	2.001641800045036	0	0	Fix	0	0	0	0	0	0
72.00046950008254	2.0015818999381736	251365	1	images\train2017\000000251365.jpg	0	1	0	0	0	0
74.99996440007817	2.001614199951291	180389	2	A small young girl holds an opened umbrella	0	2	0	0	0	0
78.00040970009286	2.0015309000154957	564812	1	images\train2017\000000564812.jpg	0	1	0	0	0	0
81.00002550007775	2.0016364000039175	388841	2	The cat is looking at the television screen	0	1	0	0	0	0
84.00019390007947	2.001486900029704	123914	2	a man in a blazer uses a cell phone	0	1	0	0	0	0
87.00042090006173	2.0014948999742046	310552	1	images\train2017\000000310552.jpg	0	2	0	0	0	0
90.00062310008798	2.0014789999695495	262819	1	images\train2017\000000262819.jpg	0	1	0	0	0	0
93.00044790003449	2.0015818000538275	372613	1	images\train2017\000000372613.jpg	0	1	0	0	0	0
96.0001749000512	2.00148870004341	504566	2	A group of people are sitting at a table	0	1	0	0	0	0
99.00039470009506	2.0015379999531433	504566	1	images\train2017\000000504566.jpg	2	0	1	0	0	0
102.0001360999886	2.0015715999761596	63881	2	A young boy playing soccer on a dirt field	0	2	0	0	0	0
105.00000140001066	2.001678300090134	553314	2	The man is sitting alone on the step	0	1	0	0	0	0
108.00045719998889	2.0015615000156686	5073	1	images\train2017\000000005073.jpg	0	1	0	0	0	0
110.99998670001514	2.0015285999979824	0	0	Fix	0	0	0	0	0	0
114.00031060003676	2.001446899957955	571925	2	a giraffe eating some leaves off a tree	0	1	0	0	0	0
117.00050810002722	2.0015428999904543	91288	1	images\train2017\000000091288.jpg	0	1	0	0	0	0
120.00026050000452	2.0015259999781847	372319	2	The cute white woman sits alone on the bus	0	1	0	0	0	0
123.00008500006516	2.0014915999490768	186788	2	two legs, yellow shoes, and a green skateboard	0	2	0	0	0	0
126.00025350006763	2.0015428999904543	94667	2	a big polar bear sniffs some food	0	1	0	0	0	0
129.00002740009222	2.00157299998682	192095	2	A person throwing a baseball onto the field	0	2	0	0	0	0
132.00011770008132	2.0015767000149935	43966	2	A pizza with one slice taken from it	0	2	0	0	0	0
135.00002260005567	2.0015148000093177	348504	2	A small airplane flying high up in the sky	0	1	0	0	0	0
138.000189900049	2.0015100999735296	0	0	Fix	0	0	0	0	0	0
141.00005570007488	2.001594700035639	348243	2	A large black horse has a long mane of hair	0	1	0	0	0	0
144.00061460002325	2.0015167000237852	363483	1	images\train2017\000000363483.jpg	0	2	0	0	0	0
147.00007750000805	2.001640799921006	363483	2	a brown and white pony grazing in a field	2	0	1	0	0	0
150.00011490006	2.0015733999898657	455847	2	Some skiers posing on a big snowy hill	0	1	0	0	0	0
153.0003449000651	2.001630899962038	565149	1	images\train2017\000000565149.jpg	0	1	0	0	0	0
156.00037170003634	2.0015172000275925	107776	1	images\train2017\000000107776.jpg	0	1	0	0	0	0
159.00006099999882	2.001637000008486	560282	2	a woman eating a big piece of pizza	0	2	0	0	0	0
162.00008710008115	2.001492099952884	314139	2	A group of zebras inside of an enclosure	0	1	0	0	0	0
164.9999827001011	2.001643699943088	0	0	Fix	0	0	0	0	0	0
168.00004340009764	2.0017116999952123	429143	2	A body of water with three small boats	0	1	0	0	0	0
171.00027020007838	2.001607000012882	542959	1	images\train2017\000000542959.jpg	0	1	0	0	0	0
174.0000893000979	2.001628499943763	42507	2	A couple of kids on a beach with a kite	0	1	0	0	0	0
176.99995430000126	2.0015261999797076	574579	2	a plane flying by across a blue sky	0	1	0	0	0	0
180.0003400000278	2.001518000033684	342363	1	images\train2017\000000342363.jpg	0	1	0	0	0	0
183.00005340005737	2.001600299961865	323797	2	a couple of elephants that are in some water	0	2	0	0	0	0
186.00043510005344	2.0015648000407964	527509	1	images\train2017\000000527509.jpg	0	1	0	0	0	0
189.00037280004472	2.001506600063294	43966	1	images\train2017\000000043966.jpg	0	2	0	0	0	0
191.99998650001362	2.00153810007032	91899	2	A group of three sheep lie down in a field	0	1	0	0	0	0
195.0000466000056	2.00149389996659	182723	2	A man at a skateboard caught in mid air	0	1	0	0	0	0
198.0000665000407	2.001544600003399	437738	2	A stop sign that is on top of a pole	0	1	0	0	0	0
201.00002610008232	2.0015532999532297	299372	2	A bench is on a path in the woods	0	1	0	0	0	0
203.9999886000296	2.0014913000632077	0	0	Fix	0	0	0	0	0	0
207.00039619999006	2.0015882999869063	388398	1	images\train2017\000000388398.jpg	0	2	0	0	0	0
210.0003560000332	2.001484500011429	133449	1	images\train2017\000000133449.jpg	0	2	1	0	0	0
213.00040420005098	2.0014441000530496	529907	1	images\train2017\000000529907.jpg	0	1	0	0	0	0
216.00006380002014	2.0015348000451922	221313	2	A black and white duck swims in the water	0	2	0	0	0	0
219.00002270005643	2.001624200027436	221313	2	A black and white duck swims in the water	1	0	0	0	0	0
222.0001493000891	2.0015239999629557	454477	2	a family eating around a table drinking wine	0	1	0	0	0	0
