onset	duration	stim_type	identity	orientation	reaction_time	response
15.07	5	face	id1	a2	n/a	n/a
20.07	5	face	id1	a2	2.03	same
25.04	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id2	a4	2.15	different
35.07	5	face	id3	a2	2.18	different
40.08	5	face	id3	a4	2.07	same
45.08	5	face	id3	a5	2.12	same
50.08	5	face	id3	a1	2.05	same
55.08	5	face	id2	a5	2.38	different
60.08	5	face	id4	a3	2.32	different
65.08	5	face	id2	a3	3.61	different
70.09	5	face	id1	a5	2.28	different
75.09	5	face	id2	a2	3.77	different
80.09	5	face	id4	a1	2.49	different
85.09	5	face	id2	a1	2.08	different
90.09	5	face	id1	a3	3.18	different
95.09	5	face	id1	a1	3.16	same
100.08	5	face	id3	a3	2.32	different
105.1	5	face	id4	a4	2.2	different
110.1	5	face	id4	a2	2.08	same
115.1	5	face	id1	a4	2.13	different
120.1	5	face	id4	a5	2.41	different
125.09	5	face	id4	a5	2.73	different
130.07	5	fixation	n/a	n/a	n/a	n/a
135.09	5	face	id1	a3	2.22	different
140.11	5	face	id1	a2	2.26	same
145.11	5	face	id4	a4	2.18	different
150.1	5	face	id2	a2	2.47	different
155.1	5	face	id1	a1	2.29	different
160.1	5	face	id2	a1	1.95	different
165.12	5	face	id3	a2	2.42	different
170.12	5	face	id4	a1	2.13	different
175.11	5	face	id3	a4	2.47	different
180.11	5	face	id2	a4	2.52	different
185.11	5	face	id2	a3	3.36	same
190.11	5	face	id3	a5	2.17	different
195.12	5	face	id2	a5	2.16	different
200.12	5	face	id1	a4	2.06	different
205.12	5	face	id1	a5	2.2	same
210.12	5	face	id3	a3	2.13	different
215.12	5	face	id3	a1	2.27	same
220.12	5	face	id4	a3	2.18	different
225.12	5	face	id4	a2	2.43	same
230.13	5	face	id4	a2	2.23	same
235.09	5	fixation	n/a	n/a	n/a	n/a
240.13	5	face	id3	a2	2.27	different
245.13	5	face	id2	a3	2.71	different
250.13	5	face	id2	a5	2.21	same
255.13	5	face	id2	a4	3.57	same
260.14	5	face	id1	a2	2.07	different
265.14	5	face	id1	a5	2.2	same
270.14	5	face	id4	a3	3.37	different
275.14	5	face	id3	a1	2.59	different
280.13	5	face	id4	a4	4.46	different
285.13	5	face	id1	a1	2.09	different
290.15	5	face	id4	a5	2.09	different
295.15	5	face	id3	a5	2.22	different
300.15	5	face	id4	a1	2.4	different
305.15	5	face	id2	a2	2.24	different
310.14	5	face	id1	a4	2.22	different
315.14	5	face	id3	a3	2.41	different
320.14	5	face	id3	a4	2.39	same
325.16	5	face	id1	a3	2.28	different
330.15	5	face	id2	a1	2.11	different
