onset	duration	sample	type	value
0.186002318174724	0	94	block:start	block:start;currentBlockNr:1;condition:vibro;training:false
2.40803001163836	0	1205	box:spawned	box:spawned;condition:vibro;trial_nr:1;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.724326
3.35604182685147	0	1679	box:touched	box:touched;condition:vibro;vibroFeedback:on;reaction_time:0.9386394;trial_nr:1;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.724326;vibro_duration:0.1
3.36004187670469	0	1681	box:touched	box:touched;condition:vibro;emsFeedback:on;reaction_time:0.9386394;trial_nr:1;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.724326;emsCurrent:7;emsWidth:200;pulseCount:12
3.47004324766823	0	1736	vibroFeedback:off	vibroFeedback:off;vibroFeedbackDuration:0.1117282
5.84807288540744	0	2925	Markers	visualFeedback:off
7.3900921038237	0	3696	box:spawned	box:spawned;condition:vibro;trial_nr:2;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.532965
8.4361051404407	0	4219	box:touched	box:touched;condition:vibro;vibroFeedback:on;reaction_time:1.037156;trial_nr:2;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.532965;vibro_duration:0.1
8.44010519029391	0	4221	box:touched	box:touched;condition:vibro;emsFeedback:on;reaction_time:1.037156;trial_nr:2;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.532965;emsCurrent:7;emsWidth:200;pulseCount:12
8.5381064116978	0	4270	vibroFeedback:off	vibroFeedback:off;vibroFeedbackDuration:0.1032699
10.9301362239233	0	5466	Markers	visualFeedback:off
12.1021508309167	0	6052	box:spawned	box:spawned;condition:vibro;trial_nr:3;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.163727
13.0061620977444	0	6504	box:touched	box:touched;condition:vibro;vibroFeedback:on;reaction_time:0.8948512;trial_nr:3;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.163727;vibro_duration:0.1
13.0101621475976	0	6506	box:touched	box:touched;condition:vibro;emsFeedback:on;reaction_time:0.8948512;trial_nr:3;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.163727;emsCurrent:7;emsWidth:200;pulseCount:12
13.1181634936345	0	6560	vibroFeedback:off	vibroFeedback:off;vibroFeedbackDuration:0.1103214
15.4981931563004	0	7750	Markers	visualFeedback:off
16.7702090096243	0	8386	box:spawned	box:spawned;condition:vibro;trial_nr:4;normal_or_conflict:conflict;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.271623
17.3622163879008	0	8682	box:touched	box:touched;condition:vibro;vibroFeedback:on;reaction_time:0.5809379;trial_nr:4;normal_or_conflict:conflict;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.271623;vibro_duration:0.1
17.366216437754	0	8684	box:touched	box:touched;condition:vibro;emsFeedback:on;reaction_time:0.5809379;trial_nr:4;normal_or_conflict:conflict;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.271623;emsCurrent:7;emsWidth:200;pulseCount:12
17.4622176342313	0	8732	vibroFeedback:off	vibroFeedback:off;vibroFeedbackDuration:0.1003402
19.8542474464568	0	9928	Markers	visualFeedback:off
21.350266091561	0	10676	box:spawned	box:spawned;condition:vibro;trial_nr:5;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.492364
22.2982779067741	0	11150	box:touched	box:touched;condition:vibro;vibroFeedback:on;reaction_time:0.9386265;trial_nr:5;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.492364;vibro_duration:0.1
22.3022779566274	0	11152	box:touched	box:touched;condition:vibro;emsFeedback:on;reaction_time:0.9386265;trial_nr:5;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.492364;emsCurrent:7;emsWidth:200;pulseCount:12
22.4002791780312	0	11201	vibroFeedback:off	vibroFeedback:off;vibroFeedbackDuration:0.1000612
24.7923089902567	0	12397	Markers	visualFeedback:off
26.7003327702426	0	13351	box:spawned	box:spawned;condition:vibro;trial_nr:6;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.903313
27.5383432144922	0	13770	box:touched	box:touched;condition:vibro;vibroFeedback:on;reaction_time:0.8267851;trial_nr:6;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.903313;vibro_duration:0.1
27.5423432643454	0	13772	box:touched	box:touched;condition:vibro;emsFeedback:on;reaction_time:0.8267851;trial_nr:6;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.903313;emsCurrent:7;emsWidth:200;pulseCount:12
27.6383444608227	0	13820	vibroFeedback:off	vibroFeedback:off;vibroFeedbackDuration:0.1011919
30.0283742481215	0	15015	Markers	visualFeedback:off
31.2783898272527	0	15640	box:spawned	box:spawned;condition:vibro;trial_nr:7;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.242406
31.9923987260525	0	15997	box:touched	box:touched;condition:vibro;vibroFeedback:on;reaction_time:0.7038679;trial_nr:7;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.242406;vibro_duration:0.1
31.9963987759057	0	15999	box:touched	box:touched;condition:vibro;emsFeedback:on;reaction_time:0.7038679;trial_nr:7;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.242406;emsCurrent:7;emsWidth:200;pulseCount:12
