onset	duration	trial	trial_type	event_type	response_time	value_stimulus	value_reference	response_decision	response_estimation
0.0	1.5	1	late	stimulus	n/a	30.0	n/a	n/a	n/a
11.5	0.5	1	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
12.0	0.85864595399471	1	late	dm_task	0.85864595399471	n/a	-4.0	1.0	n/a
12.85864595399471	0.75	1	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
17.5	0.5	1	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
18.0	2.1623257320025004	1	late	em_task	n/a	n/a	n/a	n/a	34.3541193645007
20.1623257320025	0.75	1	late	em_task_post	n/a	n/a	n/a	n/a	n/a
28.0	1.5	2	early	stimulus	n/a	135.0	n/a	n/a	n/a
33.5	0.5	2	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
34.0	0.831886558007682	2	early	dm_task	0.831886558007682	n/a	21.0	-1.0	n/a
34.83188655800768	0.75	2	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
45.5	0.5	2	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
46.0	2.1217526250111014	2	early	em_task	n/a	n/a	n/a	n/a	136.476790174703
48.1217526250111	0.75	2	early	em_task_post	n/a	n/a	n/a	n/a	n/a
56.0	1.5	3	late	stimulus	n/a	82.5	n/a	n/a	n/a
67.5	0.5	3	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
68.0	0.609007363003911	3	late	dm_task	0.609007363003911	n/a	-21.0	1.0	n/a
68.60900736300391	0.75	3	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
73.5	0.5	3	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
74.0	3.596162283007299	3	late	em_task	n/a	n/a	n/a	n/a	73.6243071309505
77.5961622830073	0.75	3	late	em_task_post	n/a	n/a	n/a	n/a	n/a
84.0	1.5	4	early	stimulus	n/a	7.5	n/a	n/a	n/a
89.5	0.5	4	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
90.0	0.549756688997149	4	early	dm_task	0.549756688997149	n/a	21.0	-1.0	n/a
90.54975668899715	0.75	4	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
101.5	0.5	4	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
102.0	2.9882657089911007	4	early	em_task	n/a	n/a	n/a	n/a	11.0634496163883
104.9882657089911	0.75	4	early	em_task_post	n/a	n/a	n/a	n/a	n/a
112.0	1.5	5	early	stimulus	n/a	67.5	n/a	n/a	n/a
117.5	0.5	5	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
118.0	0.709340155008249	5	early	dm_task	0.709340155008249	n/a	4.0	-1.0	n/a
118.70934015500825	0.75	5	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
129.5	0.5	5	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
130.0	2.8816970390035017	5	early	em_task	n/a	n/a	n/a	n/a	54.3422874006736
132.8816970390035	0.75	5	early	em_task_post	n/a	n/a	n/a	n/a	n/a
140.0	1.5	6	late	stimulus	n/a	52.5	n/a	n/a	n/a
151.5	0.5	6	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
152.0	0.704000703000929	6	late	dm_task	0.704000703000929	n/a	4.0	-1.0	n/a
152.70400070300093	0.75	6	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
157.5	0.5	6	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
158.0	3.607396848994501	6	late	em_task	n/a	n/a	n/a	n/a	47.6201257889308
161.6073968489945	0.75	6	late	em_task_post	n/a	n/a	n/a	n/a	n/a
168.0	1.5	7	early	stimulus	n/a	157.5	n/a	n/a	n/a
173.5	0.5	7	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
174.0	0.677179313002853	7	early	dm_task	0.677179313002853	n/a	0.0	-1.0	n/a
174.67717931300285	0.75	7	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
185.5	0.5	7	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
186.0	2.982109761011099	7	early	em_task	n/a	n/a	n/a	n/a	156.658549302929
188.9821097610111	0.75	7	early	em_task_post	n/a	n/a	n/a	n/a	n/a
196.0	1.5	8	early	stimulus	n/a	0.0	n/a	n/a	n/a
201.5	0.5	8	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
202.0	1.20310982700903	8	early	dm_task	1.20310982700903	n/a	4.0	-1.0	n/a
203.20310982700903	0.75	8	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
213.5	0.5	8	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
214.0	2.974638423998801	8	early	em_task	n/a	n/a	n/a	n/a	0.431953648097874
216.9746384239988	0.75	8	early	em_task_post	n/a	n/a	n/a	n/a	n/a
224.0	1.5	9	late	stimulus	n/a	120.0	n/a	n/a	n/a
235.5	0.5	9	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
236.0	0.647861764009576	9	late	dm_task	0.647861764009576	n/a	0.0	1.0	n/a
236.64786176400958	0.75	9	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
241.5	0.5	9	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
242.0	4.018235502007901	9	late	em_task	n/a	n/a	n/a	n/a	134.275326523039
246.0182355020079	0.75	9	late	em_task_post	n/a	n/a	n/a	n/a	n/a
252.0	1.5	10	late	stimulus	n/a	127.5	n/a	n/a	n/a
263.5	0.5	10	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
264.0	0.689511981996475	10	late	dm_task	0.689511981996475	n/a	-4.0	1.0	n/a
264.6895119819965	0.75	10	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
269.5	0.5	10	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
270.0	3.960899335012101	10	late	em_task	n/a	n/a	n/a	n/a	134.247559513414
273.9608993350121	0.75	10	late	em_task_post	n/a	n/a	n/a	n/a	n/a
280.0	1.5	11	late	stimulus	n/a	172.5	n/a	n/a	n/a
291.5	0.5	11	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
292.0	0.966616752004484	11	late	dm_task	0.966616752004484	n/a	0.0	-1.0	n/a
292.9666167520045	0.75	11	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
297.5	0.5	11	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
298.0	3.7358923180145	11	late	em_task	n/a	n/a	n/a	n/a	172.675307445823
