onset	duration	trial	trial_type	event_type	response_time	value_stimulus	value_reference	response_decision	response_estimation
0.0	1.5	1	early	stimulus	n/a	150.0	n/a	n/a	n/a
5.5	0.5	1	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
6.0	0.905738516012207	1	early	dm_task	0.905738516012207	n/a	-4.0	-1.0	n/a
6.905738516012207	0.75	1	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
17.5	0.5	1	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
18.0	4.5	1	early	em_task	n/a	n/a	n/a	n/a	n/a
22.5	0.75	1	early	em_task_post	n/a	n/a	n/a	n/a	n/a
28.0	1.5	2	early	stimulus	n/a	142.5	n/a	n/a	n/a
33.5	0.5	2	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
34.0	0.63079792400822	2	early	dm_task	0.63079792400822	n/a	4.0	-1.0	n/a
34.63079792400822	0.75	2	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
45.5	0.5	2	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
46.0	3.0192721860076013	2	early	em_task	n/a	n/a	n/a	n/a	146.409214316964
49.0192721860076	0.75	2	early	em_task_post	n/a	n/a	n/a	n/a	n/a
56.0	1.5	3	late	stimulus	n/a	45.0	n/a	n/a	n/a
67.5	0.5	3	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
68.0	0.542426291009178	3	late	dm_task	0.542426291009178	n/a	21.0	-1.0	n/a
68.54242629100918	0.75	3	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
73.5	0.5	3	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
74.0	2.6621931660046982	3	late	em_task	n/a	n/a	n/a	n/a	48.248776759837
76.6621931660047	0.75	3	late	em_task_post	n/a	n/a	n/a	n/a	n/a
84.0	1.5	4	early	stimulus	n/a	105.0	n/a	n/a	n/a
89.5	0.5	4	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
90.0	0.816828064998845	4	early	dm_task	0.816828064998845	n/a	-21.0	1.0	n/a
90.81682806499884	0.75	4	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
101.5	0.5	4	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
102.0	3.1883568820193986	4	early	em_task	n/a	n/a	n/a	n/a	131.75410111772
105.1883568820194	0.75	4	early	em_task_post	n/a	n/a	n/a	n/a	n/a
112.0	1.5	5	early	stimulus	n/a	82.5	n/a	n/a	n/a
117.5	0.5	5	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
118.0	0.508376826008316	5	early	dm_task	0.508376826008316	n/a	21.0	-1.0	n/a
118.50837682600832	0.75	5	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
129.5	0.5	5	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
130.0	2.963347209006301	5	early	em_task	n/a	n/a	n/a	n/a	76.9850783091789
132.96334720900632	0.75	5	early	em_task_post	n/a	n/a	n/a	n/a	n/a
140.0	1.5	6	early	stimulus	n/a	127.5	n/a	n/a	n/a
145.5	0.5	6	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
146.0	1.15091107701301	6	early	dm_task	1.15091107701301	n/a	4.0	-1.0	n/a
147.150911077013	0.75	6	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
157.5	0.5	6	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
158.0	3.8050751679983996	6	early	em_task	n/a	n/a	n/a	n/a	135.054303014205
161.8050751679984	0.75	6	early	em_task_post	n/a	n/a	n/a	n/a	n/a
168.0	1.5	7	early	stimulus	n/a	30.0	n/a	n/a	n/a
173.5	0.5	7	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
174.0	0.743959331011865	7	early	dm_task	0.743959331011865	n/a	-21.0	1.0	n/a
174.74395933101187	0.75	7	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
185.5	0.5	7	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
186.0	3.4483776600099993	7	early	em_task	n/a	n/a	n/a	n/a	35.4069983528891
189.44837766001	0.75	7	early	em_task_post	n/a	n/a	n/a	n/a	n/a
196.0	1.5	8	late	stimulus	n/a	15.0	n/a	n/a	n/a
207.5	0.5	8	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
208.0	0.98751227001776	8	late	dm_task	0.98751227001776	n/a	0.0	1.0	n/a
208.98751227001776	0.75	8	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
213.5	0.5	8	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
214.0	2.490206961025301	8	late	em_task	n/a	n/a	n/a	n/a	27.3867088784221
216.4902069610253	0.75	8	late	em_task_post	n/a	n/a	n/a	n/a	n/a
224.0	1.5	9	early	stimulus	n/a	22.5	n/a	n/a	n/a
229.5	0.5	9	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
230.0	0.67829395600711	9	early	dm_task	0.67829395600711	n/a	-21.0	1.0	n/a
230.6782939560071	0.75	9	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
241.5	0.5	9	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
242.0	2.3500522770046004	9	early	em_task	n/a	n/a	n/a	n/a	33.9451246404464
244.3500522770046	0.75	9	early	em_task_post	n/a	n/a	n/a	n/a	n/a
252.0	1.5	10	early	stimulus	n/a	67.5	n/a	n/a	n/a
257.5	0.5	10	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
258.0	1.38769887702074	10	early	dm_task	1.38769887702074	n/a	-4.0	-1.0	n/a
259.38769887702074	0.75	10	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
269.5	0.5	10	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
270.0	3.0748897090089002	10	early	em_task	n/a	n/a	n/a	n/a	48.4098805539788
273.0748897090089	0.75	10	early	em_task_post	n/a	n/a	n/a	n/a	n/a
280.0	1.5	11	early	stimulus	n/a	7.5	n/a	n/a	n/a
285.5	0.5	11	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
286.0	0.963347561017144	11	early	dm_task	0.963347561017144	n/a	-21.0	-1.0	n/a
286.96334756101714	0.75	11	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
297.5	0.5	11	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
298.0	3.5680593290016986	11	early	em_task	n/a	n/a	n/a	n/a	17.8548344799223
301.5680593290017	0.75	11	early	em_task_post	n/a	n/a	n/a	n/a	n/a
308.0	1.5	12	early	stimulus	n/a	52.5	n/a	n/a	n/a
313.5	0.5	12	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
314.0	0.739550488011446	12	early	dm_task	0.739550488011446	n/a	21.0	-1.0	n/a
314.73955048801145	0.75	12	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
325.5	0.5	12	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
326.0	2.8611407170247	12	early	em_task	n/a	n/a	n/a	n/a	45.6560662944597
328.8611407170247	0.75	12	early	em_task_post	n/a	n/a	n/a	n/a	n/a
