onset	duration	trial	trial_type	event_type	response_time	value_stimulus	value_reference	response_decision	response_estimation
0.0	1.5	1	late	stimulus	n/a	22.5	n/a	n/a	n/a
11.5	0.5	1	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
12.0	0.643036610010313	1	late	dm_task	0.643036610010313	n/a	0.0	1.0	n/a
12.643036610010313	0.75	1	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
17.5	0.5	1	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
18.0	2.378175516001601	1	late	em_task	n/a	n/a	n/a	n/a	35.7684448431551
20.3781755160016	0.75	1	late	em_task_post	n/a	n/a	n/a	n/a	n/a
28.0	1.5	2	early	stimulus	n/a	45.0	n/a	n/a	n/a
33.5	0.5	2	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
34.0	0.567324732022826	2	early	dm_task	0.567324732022826	n/a	21.0	-1.0	n/a
34.567324732022826	0.75	2	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
45.5	0.5	2	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
46.0	3.5885048710043	2	early	em_task	n/a	n/a	n/a	n/a	50.838309741612
49.588504871004304	0.75	2	early	em_task_post	n/a	n/a	n/a	n/a	n/a
56.0	1.5	3	late	stimulus	n/a	52.5	n/a	n/a	n/a
67.5	0.5	3	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
68.0	0.843865572009236	3	late	dm_task	0.843865572009236	n/a	0.0	-1.0	n/a
68.84386557200924	0.75	3	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
73.5	0.5	3	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
74.0	2.4795698090164997	3	late	em_task	n/a	n/a	n/a	n/a	48.9494942755464
76.4795698090165	0.75	3	late	em_task_post	n/a	n/a	n/a	n/a	n/a
84.0	1.5	4	late	stimulus	n/a	172.5	n/a	n/a	n/a
95.5	0.5	4	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
96.0	0.619931991997873	4	late	dm_task	0.619931991997873	n/a	21.0	-1.0	n/a
96.61993199199787	0.75	4	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
101.5	0.5	4	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
102.0	1.955746058025401	4	late	em_task	n/a	n/a	n/a	n/a	170.293062959819
103.9557460580254	0.75	4	late	em_task_post	n/a	n/a	n/a	n/a	n/a
112.0	1.5	5	early	stimulus	n/a	7.5	n/a	n/a	n/a
117.5	0.5	5	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
118.0	0.961495248018764	5	early	dm_task	0.961495248018764	n/a	21.0	-1.0	n/a
118.96149524801876	0.75	5	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
129.5	0.5	5	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
130.0	3.382761651009801	5	early	em_task	n/a	n/a	n/a	n/a	13.9446793986245
133.3827616510098	0.75	5	early	em_task_post	n/a	n/a	n/a	n/a	n/a
140.0	1.5	6	late	stimulus	n/a	135.0	n/a	n/a	n/a
151.5	0.5	6	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
152.0	0.804333602020051	6	late	dm_task	0.804333602020051	n/a	-21.0	1.0	n/a
152.80433360202005	0.75	6	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
157.5	0.5	6	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
158.0	3.3917831760191	6	late	em_task	n/a	n/a	n/a	n/a	133.930414751727
161.3917831760191	0.75	6	late	em_task_post	n/a	n/a	n/a	n/a	n/a
