onset	duration	trial	trial_type	event_type	response_time	value_stimulus	value_reference	response_decision	response_estimation
0.0	1.5	1	late	stimulus	n/a	165.0	n/a	n/a	n/a
11.5	0.5	1	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
12.0	0.652209158986807	1	late	dm_task	0.652209158986807	n/a	21.0	-1.0	n/a
12.652209158986807	0.75	1	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
17.5	0.5	1	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
18.0	3.437809225986701	1	late	em_task	n/a	n/a	n/a	n/a	158.248283219032
21.4378092259867	0.75	1	late	em_task_post	n/a	n/a	n/a	n/a	n/a
28.0	1.5	2	late	stimulus	n/a	82.5	n/a	n/a	n/a
39.5	0.5	2	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
40.0	0.943503771006363	2	late	dm_task	0.943503771006363	n/a	-21.0	1.0	n/a
40.94350377100636	0.75	2	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
45.5	0.5	2	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
46.0	2.2299249710048983	2	late	em_task	n/a	n/a	n/a	n/a	72.3746264630363
48.2299249710049	0.75	2	late	em_task_post	n/a	n/a	n/a	n/a	n/a
56.0	1.5	3	early	stimulus	n/a	105.0	n/a	n/a	n/a
61.5	0.5	3	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
62.0	0.601790897984756	3	early	dm_task	0.601790897984756	n/a	21.0	-1.0	n/a
62.601790897984756	0.75	3	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
73.5	0.5	3	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
74.0	3.0392485949851	3	early	em_task	n/a	n/a	n/a	n/a	112.217748979202
77.0392485949851	0.75	3	early	em_task_post	n/a	n/a	n/a	n/a	n/a
84.0	1.5	4	late	stimulus	n/a	142.5	n/a	n/a	n/a
95.5	0.5	4	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
96.0	0.663347010005964	4	late	dm_task	0.663347010005964	n/a	4.0	-1.0	n/a
96.66334701000596	0.75	4	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
101.5	0.5	4	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
102.0	2.732936180982499	4	late	em_task	n/a	n/a	n/a	n/a	133.612760285887
104.7329361809825	0.75	4	late	em_task_post	n/a	n/a	n/a	n/a	n/a
112.0	1.5	5	early	stimulus	n/a	157.5	n/a	n/a	n/a
117.5	0.5	5	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
118.0	1.5	5	early	dm_task	1.62076821000664	n/a	0.0	-1.0	n/a
119.5	0.75	5	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
129.5	0.5	5	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
130.0	1.4733740369848007	5	early	em_task	n/a	n/a	n/a	n/a	154.07640407749
131.4733740369848	0.75	5	early	em_task_post	n/a	n/a	n/a	n/a	n/a
