onset	duration	trial	trial_type	event_type	response_time	value_stimulus	value_reference	response_decision	response_estimation
0.0	1.5	1	late	stimulus	n/a	67.5	n/a	n/a	n/a
11.5	0.5	1	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
12.0	0.536020973988343	1	late	dm_task	0.536020973988343	n/a	21.0	-1.0	n/a
12.536020973988343	0.75	1	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
17.5	0.5	1	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
18.0	3.237773918983301	1	late	em_task	n/a	n/a	n/a	n/a	66.4753685180071
21.2377739189833	0.75	1	late	em_task_post	n/a	n/a	n/a	n/a	n/a
28.0	1.5	2	late	stimulus	n/a	15.0	n/a	n/a	n/a
39.5	0.5	2	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
40.0	0.794516833993839	2	late	dm_task	0.794516833993839	n/a	-4.0	1.0	n/a
40.79451683399384	0.75	2	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
45.5	0.5	2	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
46.0	3.7638662579993003	2	late	em_task	n/a	n/a	n/a	n/a	25.2283982165483
49.7638662579993	0.75	2	late	em_task_post	n/a	n/a	n/a	n/a	n/a
56.0	1.5	3	late	stimulus	n/a	105.0	n/a	n/a	n/a
67.5	0.5	3	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
68.0	0.736852611997165	3	late	dm_task	0.736852611997165	n/a	0.0	1.0	n/a
68.73685261199716	0.75	3	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
73.5	0.5	3	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
74.0	2.789906096004401	3	late	em_task	n/a	n/a	n/a	n/a	131.225010159205
76.7899060960044	0.75	3	late	em_task_post	n/a	n/a	n/a	n/a	n/a
84.0	1.5	4	early	stimulus	n/a	60.0	n/a	n/a	n/a
89.5	0.5	4	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
90.0	0.8949374310032	4	early	dm_task	0.8949374310032	n/a	-21.0	1.0	n/a
90.8949374310032	0.75	4	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
101.5	0.5	4	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
102.0	2.6323782359832	4	early	em_task	n/a	n/a	n/a	n/a	55.6559177013967
104.6323782359832	0.75	4	early	em_task_post	n/a	n/a	n/a	n/a	n/a
112.0	1.5	5	early	stimulus	n/a	97.5	n/a	n/a	n/a
117.5	0.5	5	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
118.0	0.986479329003487	5	early	dm_task	0.986479329003487	n/a	-21.0	1.0	n/a
118.98647932900349	0.75	5	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
129.5	0.5	5	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
130.0	3.208266325993499	5	early	em_task	n/a	n/a	n/a	n/a	110.288103129853
133.2082663259935	0.75	5	early	em_task_post	n/a	n/a	n/a	n/a	n/a
140.0	1.5	6	early	stimulus	n/a	75.0	n/a	n/a	n/a
145.5	0.5	6	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
146.0	1.06245152300107	6	early	dm_task	1.06245152300107	n/a	4.0	-1.0	n/a
147.06245152300107	0.75	6	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
157.5	0.5	6	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
158.0	4.267142080992901	6	early	em_task	n/a	n/a	n/a	n/a	63.977513808817
162.2671420809929	0.75	6	early	em_task_post	n/a	n/a	n/a	n/a	n/a
168.0	1.5	7	early	stimulus	n/a	165.0	n/a	n/a	n/a
173.5	0.5	7	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
174.0	0.787627862009685	7	early	dm_task	0.787627862009685	n/a	21.0	-1.0	n/a
174.78762786200969	0.75	7	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
185.5	0.5	7	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
186.0	2.4089640179882004	7	early	em_task	n/a	n/a	n/a	n/a	156.073662184766
