onset	duration	parametric_modulation	regressor	description
47.354	1	1	1	HV Go
54.363	1	1	1	HV Go
58.363	1	1	1	HV Go
74.363	1	1	1	HV Go
93.362	1	1	1	HV Go
110.35	1	1	1	HV Go
134.12	1	1	1	HV Go
184.11	1	1	1	HV Go
186.11	1	1	1	HV Go
200.11	1	1	1	HV Go
216.12	1	1	1	HV Go
237.12	1	1	1	HV Go
47.354	1	0	2	HV Go - by choice
54.363	1	0.083333	2	HV Go - by choice
58.363	1	-0.25	2	HV Go - by choice
74.363	1	0.083333	2	HV Go - by choice
93.362	1	0.16667	2	HV Go - by choice
110.35	1	-0.083333	2	HV Go - by choice
134.12	1	0.083333	2	HV Go - by choice
184.11	1	0.16667	2	HV Go - by choice
186.11	1	-0.25	2	HV Go - by choice
200.11	1	0.083333	2	HV Go - by choice
216.12	1	-0.083333	2	HV Go - by choice
237.12	1	0	2	HV Go - by choice
47.354	1	0.058333	3	HV Go - by value
54.363	1	-0.0016667	3	HV Go - by value
58.363	1	-0.0016667	3	HV Go - by value
74.363	1	0.018333	3	HV Go - by value
93.362	1	-0.061667	3	HV Go - by value
110.35	1	-0.011667	3	HV Go - by value
134.12	1	-0.0016667	3	HV Go - by value
184.11	1	-0.061667	3	HV Go - by value
186.11	1	-0.0016667	3	HV Go - by value
200.11	1	0.018333	3	HV Go - by value
216.12	1	-0.011667	3	HV Go - by value
237.12	1	0.058333	3	HV Go - by value
47.354	1	-0.085637	4	HV Go - by GSD
54.363	1	-0.078628	4	HV Go - by GSD
58.363	1	-0.07462	4	HV Go - by GSD
74.363	1	-0.05862	4	HV Go - by GSD
93.362	1	-0.039636	4	HV Go - by GSD
110.35	1	-0.022636	4	HV Go - by GSD
134.12	1	0.001131	4	HV Go - by GSD
184.11	1	0.051132	4	HV Go - by GSD
186.11	1	0.053132	4	HV Go - by GSD
200.11	1	0.067118	4	HV Go - by GSD
216.12	1	0.083132	4	HV Go - by GSD
237.12	1	0.10413	4	HV Go - by GSD
6.3617	1	1	5	LV Go
