onset	duration	parametric_modulation	regressor	description
2.3629	1	1	1	HV Go
4.3526	1	1	1	HV Go
10.353	1	1	1	HV Go
23.353	1	1	1	HV Go
28.353	1	1	1	HV Go
79.36	1	1	1	HV Go
150.11	1	1	1	HV Go
152.11	1	1	1	HV Go
163.11	1	1	1	HV Go
210.12	1	1	1	HV Go
220.12	1	1	1	HV Go
234.11	1	1	1	HV Go
2.3629	1	-0.083333	2	HV Go - by choice
4.3526	1	0.16667	2	HV Go - by choice
10.353	1	0.083333	2	HV Go - by choice
23.353	1	-0.25	2	HV Go - by choice
28.353	1	-1.1102e-16	2	HV Go - by choice
79.36	1	0.083333	2	HV Go - by choice
150.11	1	0.083333	2	HV Go - by choice
152.11	1	-0.25	2	HV Go - by choice
163.11	1	0.083333	2	HV Go - by choice
210.12	1	0.16667	2	HV Go - by choice
220.12	1	-1.1102e-16	2	HV Go - by choice
234.11	1	-0.083333	2	HV Go - by choice
2.3629	1	-0.011667	3	HV Go - by value
4.3526	1	-0.061667	3	HV Go - by value
10.353	1	-0.0016667	3	HV Go - by value
23.353	1	-0.0016667	3	HV Go - by value
28.353	1	0.058333	3	HV Go - by value
79.36	1	0.018333	3	HV Go - by value
150.11	1	-0.0016667	3	HV Go - by value
152.11	1	-0.0016667	3	HV Go - by value
163.11	1	0.018333	3	HV Go - by value
210.12	1	-0.061667	3	HV Go - by value
220.12	1	0.058333	3	HV Go - by value
234.11	1	-0.011667	3	HV Go - by value
2.3629	1	-0.10411	4	HV Go - by GSD
4.3526	1	-0.10213	4	HV Go - by GSD
10.353	1	-0.096128	4	HV Go - by GSD
23.353	1	-0.083126	4	HV Go - by GSD
28.353	1	-0.078126	4	HV Go - by GSD
79.36	1	-0.027125	4	HV Go - by GSD
150.11	1	0.043613	4	HV Go - by GSD
152.11	1	0.045613	4	HV Go - by GSD
163.11	1	0.056626	4	HV Go - by GSD
210.12	1	0.10363	4	HV Go - by GSD
220.12	1	0.11364	4	HV Go - by GSD
234.11	1	0.12763	4	HV Go - by GSD
37.353	1	1	5	LV Go
44.353	1	1	5	LV Go
58.356	1	1	5	LV Go
63.357	1	1	5	LV Go
73.358	1	1	5	LV Go
75.359	1	1	5	LV Go
146.1	1	1	5	LV Go
190.11	1	1	5	LV Go
204.11	1	1	5	LV Go
212.12	1	1	5	LV Go
224.12	1	1	5	LV Go
242.11	1	1	5	LV Go
