onset	duration	trial_type	correct
4	6.0	CS3	0
16	6.0	MS1	1
26	6.0	MS1	1
40	6.0	MS3	1
50	6.0	CS3	1
60	6.0	MS2	1
70	6.0	CS1	1
80	6.0	CS4	1
92	6.0	CS2	1
102	6.0	MS3	1
112	6.0	CS1	1
122	6.0	CS2	1
134	6.0	MS4	1
146	6.0	CS3	1
158	6.0	CS1	1
172	6.0	CS4	1
184	6.0	MS3	1
194	6.0	MS4	1
204	6.0	MS4	1
220	6.0	MS1	1
232	6.0	MS1	1
242	6.0	MS2	1
252	6.0	MS3	1
266	6.0	CS1	0
276	6.0	CS1	1
288	6.0	MS2	1
300	6.0	MS4	1
310	6.0	CS2	1
320	6.0	MS2	1
332	6.0	CS3	1
342	6.0	CS4	1
352	6.0	CS3	1
364	6.0	CS2	1
376	6.0	MS2	1
386	6.0	CS4	0
398	6.0	MS1	1
408	6.0	MS4	1
418	6.0	MS3	1
428	6.0	CS4	1
438	6.0	CS2	1
