onset	duration	trial_type	value
0.001000	0	New Segment	boundary
0.001000	0	Comment	ControlBox is not connected via USB
23.046000	0	object	S  3
38.815000	0	object	S  3
53.974000	0	object	S  3
69.756000	0	object	S  3
83.648000	0	object	S  3
98.833000	0	object	S  3
114.090000	0	attention-getter	S  5
131.481000	0	water	S  1
141.105000	0	water	S  1
153.651000	0	water	S  1
164.651000	0	water	S  1
175.617000	0	water	S  1
185.655000	0	water	S  1
190.613000	0	water	S  1
197.622000	0	water	S  1
207.100000	0	water	S  1
215.610000	0	water	S  1
224.616000	0	attention-getter	S  5
238.082000	0	face	S  4
253.501000	0	face	S  4
268.933000	0	face	S  4
283.020000	0	face	S  4
298.076000	0	face	S  4
313.060000	0	face	S  4
329.596000	0	attention-getter	S  5
343.164000	0	speech	S  2
351.265000	0	speech	S  2
358.832000	0	speech	S  2
367.304000	0	speech	S  2
380.346000	0	speech	S  2
386.331000	0	speech	S  2
394.314000	0	speech	S  2
404.821000	0	speech	S  2
417.851000	0	speech	S  2
425.823000	0	speech	S  2
436.341000	0	attention-getter	S  5
451.108000	0	object	S  3
466.350000	0	object	S  3
480.925000	0	object	S  3
495.141000	0	object	S  3
511.594000	0	object	S  3
525.799000	0	object	S  3
542.266000	0	attention-getter	S  5
554.929000	0	water	S  1
562.606000	0	water	S  1
572.556000	0	water	S  1
582.099000	0	water	S  1
586.614000	0	water	S  1
593.089000	0	water	S  1
606.065000	0	water	S  1
618.049000	0	water	S  1
628.618000	0	water	S  1
639.079000	0	water	S  1
648.075000	0	attention-getter	S  5
661.244000	0	face	S  4
676.194000	0	face	S  4
690.442000	0	face	S  4
705.023000	0	face	S  4
720.349000	0	face	S  4
736.836000	0	face	S  4
752.657000	0	attention-getter	S  5
766.903000	0	speech	S  2
776.078000	0	speech	S  2
783.567000	0	speech	S  2
791.516000	0	speech	S  2
800.490000	0	speech	S  2
808.570000	0	speech	S  2
819.985000	0	speech	S  2
829.992000	0	speech	S  2
837.576000	0	speech	S  2
850.509000	0	speech	S  2
860.052000	0	attention-getter	S  5
871.368000	0	object	S  3
886.966000	0	object	S  3
902.164000	0	object	S  3
917.995000	0	object	S  3
932.416000	0	object	S  3
946.962000	0	object	S  3
962.119000	0	attention-getter	S  5
976.795000	0	water	S  1
988.001000	0	water	S  1
999.895000	0	water	S  1
1009.471000	0	water	S  1
1015.941000	0	water	S  1
1022.881000	0	water	S  1
1033.389000	0	water	S  1
1041.453000	0	water	S  1
1051.959000	0	water	S  1
1061.420000	0	water	S  1
1069.950000	0	attention-getter	S  5
1082.965000	0	face	S  4
1097.901000	0	face	S  4
1112.258000	0	face	S  4
1126.923000	0	face	S  4
1142.747000	0	face	S  4
1157.723000	0	face	S  4
1173.869000	0	attention-getter	S  5
1187.694000	0	speech	S  2
1195.838000	0	speech	S  2
1205.846000	0	speech	S  2
1216.822000	0	speech	S  2
1224.278000	0	speech	S  2
1233.784000	0	speech	S  2
1244.412000	0	speech	S  2
1254.913000	0	speech	S  2
1260.802000	0	speech	S  2
1269.313000	0	speech	S  2
1280.845000	0	attention-getter	S  5
1310.066000	0	object	S  3
1324.979000	0	object	S  3
1340.006000	0	object	S  3
1355.470000	0	object	S  3
1371.355000	0	object	S  3
1386.226000	0	object	S  3
1400.984000	0	attention-getter	S  5
1411.466000	0	water	S  1
1419.178000	0	water	S  1
1426.685000	0	water	S  1
1441.102000	0	water	S  1
1451.613000	0	water	S  1
1469.122000	0	water	S  1
1478.126000	0	water	S  1
1484.043000	0	water	S  1
1492.555000	0	water	S  1
1500.058000	0	water	S  1
1505.085000	0	attention-getter	S  5
1517.019000	0	face	S  4
1532.635000	0	face	S  4
1547.852000	0	face	S  4
1562.497000	0	face	S  4
1578.535000	0	face	S  4
1593.187000	0	face	S  4
1607.635000	0	attention-getter	S  5
1617.528000	0	speech	S  2
1625.744000	0	speech	S  2
1634.748000	0	speech	S  2
1649.165000	0	speech	S  2
1657.173000	0	speech	S  2
1666.679000	0	speech	S  2
1674.688000	0	speech	S  2
1685.752000	0	speech	S  2
1692.703000	0	speech	S  2
1701.621000	0	speech	S  2
1711.145000	0	attention-getter	S  5
1736.782000	0	object	S  3
1750.713000	0	object	S  3
1766.540000	0	object	S  3
1781.010000	0	object	S  3
1797.063000	0	object	S  3
1812.202000	0	object	S  3
1827.793000	0	attention-getter	S  5
1841.159000	0	water	S  1
1849.812000	0	water	S  1
1854.815000	0	water	S  1
1863.831000	0	water	S  1
1877.248000	0	water	S  1
1883.255000	0	water	S  1
1893.762000	0	water	S  1
1902.768000	0	water	S  1
1912.275000	0	water	S  1
1925.784000	0	water	S  1
1934.301000	0	attention-getter	S  5
1954.162000	0	face	S  4
1969.267000	0	face	S  4
1983.581000	0	face	S  4
1998.083000	0	face	S  4
2014.424000	0	face	S  4
2028.811000	0	face	S  4
2045.109000	0	attention-getter	S  5
2066.886000	0	speech	S  2
2077.058000	0	speech	S  2
2083.589000	0	speech	S  2
2094.990000	0	speech	S  2
2106.998000	0	speech	S  2
2115.509000	0	speech	S  2
2125.031000	0	speech	S  2
2135.520000	0	speech	S  2
2144.527000	0	speech	S  2
2151.036000	0	speech	S  2
2160.041000	0	attention-getter	S  5
2191.441000	0	object	S  3
2206.096000	0	object	S  3
2221.768000	0	object	S  3
2237.337000	0	object	S  3
2252.367000	0	object	S  3
2267.221000	0	object	S  3
2282.468000	0	attention-getter	S  5
2361.969000	0	water	S  1
2370.111000	0	water	S  1
2374.611000	0	water	S  1
2381.627000	0	water	S  1
2386.127000	0	water	S  1
2394.133000	0	water	S  1
2416.650000	0	water	S  1
2425.652000	0	water	S  1
2432.160000	0	water	S  1
2448.095000	0	water	S  1
2455.580000	0	attention-getter	S  5
2674.779000	0	face	S  4
2689.873000	0	face	S  4
2704.425000	0	face	S  4
2720.172000	0	face	S  4
2736.101000	0	face	S  4
2751.292000	0	face	S  4
2765.432000	0	attention-getter	S  5
2781.047000	0	speech	S  2
2795.175000	0	speech	S  2
2804.686000	0	speech	S  2
2812.192000	0	speech	S  2
2822.698000	0	speech	S  2
2834.204000	0	speech	S  2
2842.711000	0	speech	S  2
2852.217000	0	speech	S  2
2858.731000	0	speech	S  2
2866.732000	0	speech	S  2
2874.706000	0	attention-getter	S  5
2891.937000	0	object	S  3
2906.116000	0	object	S  3
2920.644000	0	object	S  3
2935.122000	0	object	S  3
2949.998000	0	object	S  3
2966.142000	0	object	S  3
2982.340000	0	attention-getter	S  5
2995.291000	0	water	S  1
3003.996000	0	water	S  1
3013.507000	0	water	S  1
3020.511000	0	water	S  1
3032.934000	0	water	S  1
3041.453000	0	water	S  1
3051.951000	0	water	S  1
3061.960000	0	water	S  1
3072.962000	0	water	S  1
3077.973000	0	water	S  1
3088.937000	0	attention-getter	S  5
3109.780000	0	face	S  4
3125.110000	0	face	S  4
3139.431000	0	face	S  4
3155.237000	0	face	S  4
3168.977000	0	face	S  4
3184.083000	0	face	S  4
3200.599000	0	attention-getter	S  5
3295.331000	0	speech	S  2
3303.555000	0	speech	S  2
3311.562000	0	speech	S  2
3319.576000	0	speech	S  2
3332.494000	0	speech	S  2
3340.006000	0	speech	S  2
3350.510000	0	speech	S  2
3364.019000	0	speech	S  2
3370.027000	0	speech	S  2
3378.534000	0	speech	S  2
3388.981000	0	attention-getter	S  5
3392.321000	0	experimenter-pause	S  6
