onset	duration	trial_type	stim_id	stim_file	stim_nsd_id	button_press
0	2	blank	n/a	n/a	n/a	0
4	2	blank	n/a	n/a	n/a	0
8	2	blank	n/a	n/a	n/a	0
12	2	stimulus	81	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-006_nsd-043864.png	43864	0
16	2	stimulus	27	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-002_nsd-049606.png	49606	0
20	2	stimulus	135	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-010_nsd-025831.png	25831	0
24	2	stimulus	2	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-002_nsd-044763.png	44763	0
28	2	stimulus	122	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-022_nsd-060669.png	60669	0
32	2	stimulus	1	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-001_nsd-053052.png	53052	0
36	2	stimulus	102	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-002_nsd-009798.png	9798	0
40	2	stimulus	86	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-011_nsd-035615.png	35615	0
44	2	stimulus	126	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-001_nsd-000902.png	902	0
48	2	blank	n/a	n/a	n/a	0
52	2	stimulus	97	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-022_nsd-070730.png	70730	0
56	2	stimulus	134	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-009_nsd-023160.png	23160	0
60	2	stimulus	79	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-004_nsd-002666.png	2666	0
64	2	stimulus	20	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-020_nsd-060303.png	60303	0
68	2	stimulus	93	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-018_nsd-058633.png	58633	0
72	2	stimulus	78	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-003_nsd-061723.png	61723	0
76	2	stimulus	119	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-019_nsd-054882.png	54882	0
80	2	stimulus	88	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-013_nsd-063763.png	63763	0
84	2	stimulus	58	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-008_nsd-021077.png	21077	0
88	2	stimulus	8	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-008_nsd-011343.png	11343	0
92	2	blank	n/a	n/a	n/a	0
96	2	stimulus	26	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-001_nsd-053676.png	53676	0
100	2	stimulus	56	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-006_nsd-036319.png	36319	0
104	2	stimulus	77	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-002_nsd-032821.png	32821	0
108	2	stimulus	133	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-008_nsd-022957.png	22957	0
112	2	stimulus	23	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-023_nsd-035010.png	35010	0
116	2	stimulus	37	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-012_nsd-035873.png	35873	0
120	2	stimulus	64	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-014_nsd-046017.png	46017	0
124	2	stimulus	15	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-015_nsd-039855.png	39855	0
128	2	stimulus	44	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-019_nsd-059439.png	59439	0
132	2	stimulus	136	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-011_nsd-033677.png	33677	0
136	2	stimulus	71	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-021_nsd-021940.png	21940	0
140	2	blank	n/a	n/a	n/a	0
144	2	stimulus	24	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-024_nsd-039475.png	39475	0
148	2	stimulus	30	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-005_nsd-057441.png	57441	0
152	2	stimulus	96	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-021_nsd-016679.png	16679	0
156	2	stimulus	114	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-014_nsd-038484.png	38484	0
160	2	stimulus	65	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-015_nsd-019998.png	19998	0
164	2	stimulus	40	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-015_nsd-008466.png	8466	0
168	2	stimulus	145	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-020_nsd-059878.png	59878	0
172	2	stimulus	6	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-006_nsd-003662.png	3662	0
176	2	stimulus	120	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-020_nsd-056936.png	56936	0
180	2	stimulus	11	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-011_nsd-057246.png	57246	0
184	2	stimulus	5	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-005_nsd-024889.png	24889	0
188	2	stimulus	19	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-019_nsd-071838.png	71838	0
192	2	stimulus	39	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-014_nsd-039245.png	39245	0
196	2	stimulus	112	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-012_nsd-024754.png	24754	0
200	2	blank	n/a	n/a	n/a	0
204	2	catch	151	catch_images/catch_10.png	n/a	1
208	2	catch	151	catch_images/catch_08.png	n/a	1
212	2	stimulus	70	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-020_nsd-041961.png	41961	0
216	2	stimulus	29	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-004_nsd-052645.png	52645	0
220	2	stimulus	12	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-012_nsd-065832.png	65832	0
224	2	catch	151	catch_images/catch_06.png	n/a	1
228	2	stimulus	99	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-024_nsd-038973.png	38973	0
232	2	stimulus	131	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-006_nsd-010051.png	10051	0
236	2	stimulus	61	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-011_nsd-063049.png	63049	0
240	2	blank	n/a	n/a	n/a	0
244	2	stimulus	116	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-016_nsd-040851.png	40851	0
248	2	stimulus	103	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-003_nsd-009910.png	9910	0
252	2	stimulus	124	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-024_nsd-063576.png	63576	0
256	2	stimulus	73	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-023_nsd-060587.png	60587	0
260	2	stimulus	53	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-003_nsd-005714.png	5714	0
264	2	stimulus	100	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-025_nsd-041499.png	41499	0
268	2	stimulus	35	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-010_nsd-056153.png	56153	0
272	2	stimulus	106	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-006_nsd-017487.png	17487	0
276	2	stimulus	76	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-001_nsd-020144.png	20144	0
280	2	stimulus	143	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-018_nsd-058469.png	58469	0
284	2	stimulus	107	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-007_nsd-018541.png	18541	0
288	2	stimulus	141	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-016_nsd-049467.png	49467	0
292	2	stimulus	68	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-018_nsd-041660.png	41660	0
296	2	blank	n/a	n/a	n/a	0
300	2	stimulus	59	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-009_nsd-021725.png	21725	0
304	2	stimulus	150	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-025_nsd-064782.png	64782	0
308	2	stimulus	31	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-006_nsd-013151.png	13151	0
312	2	stimulus	69	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-019_nsd-048111.png	48111	0
316	2	stimulus	132	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-007_nsd-017348.png	17348	0
320	2	catch	151	catch_images/catch_04.png	n/a	1
324	2	stimulus	110	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-010_nsd-022952.png	22952	0
328	2	stimulus	123	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-023_nsd-060855.png	60855	0
332	2	blank	n/a	n/a	n/a	0
336	2	stimulus	118	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-018_nsd-046523.png	46523	0
340	2	stimulus	25	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-025_nsd-038158.png	38158	0
344	2	stimulus	66	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-016_nsd-067608.png	67608	0
348	2	stimulus	137	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-012_nsd-042306.png	42306	0
352	2	stimulus	138	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-013_nsd-042606.png	42606	0
356	2	stimulus	57	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-007_nsd-021584.png	21584	0
360	2	stimulus	144	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-019_nsd-059411.png	59411	0
364	2	stimulus	50	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-025_nsd-003026.png	3026	0
368	2	stimulus	91	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-016_nsd-040994.png	40994	0
372	2	stimulus	49	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-024_nsd-047182.png	47182	0
