onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	n/a	0	break cnt	break cnt	n/a	n/a	n/a
29.238	n/a	14619	surroundSuppB2_start	97	n/a	n/a	n/a
30.774	n/a	15387	fixpoint_ON	4	n/a	n/a	n/a
31.29	2.4	15645	stim_ON	8	1	1	3
34.208	n/a	17104	fixpoint_ON	4	n/a	n/a	n/a
34.718	2.4	17359	stim_ON	8	1	0.6	1
37.628	n/a	18814	fixpoint_ON	4	n/a	n/a	n/a
38.138	2.4	19069	stim_ON	8	1	0.3	2
41.048	n/a	20524	fixpoint_ON	4	n/a	n/a	n/a
41.558	2.4	20779	stim_ON	8	1	0	3
44.468	n/a	22234	fixpoint_ON	4	n/a	n/a	n/a
44.978	2.4	22489	stim_ON	8	1	0	2
47.888	n/a	23944	fixpoint_ON	4	n/a	n/a	n/a
48.398	2.4	24199	stim_ON	8	1	0.3	1
51.308	n/a	25654	fixpoint_ON	4	n/a	n/a	n/a
51.818	2.4	25909	stim_ON	8	1	0.6	3
54.728	n/a	27364	fixpoint_ON	4	n/a	n/a	n/a
55.238	2.4	27619	stim_ON	8	1	1	2
58.148	n/a	29074	fixpoint_ON	4	n/a	n/a	n/a
58.658	2.4	29329	stim_ON	8	1	1	3
61.568	n/a	30784	fixpoint_ON	4	n/a	n/a	n/a
62.078	2.4	31039	stim_ON	8	1	0.6	1
64.998	n/a	32499	fixpoint_ON	4	n/a	n/a	n/a
65.508	2.4	32754	stim_ON	8	1	0.3	2
68.418	n/a	34209	fixpoint_ON	4	n/a	n/a	n/a
68.928	2.4	34464	stim_ON	8	1	0	3
71.838	n/a	35919	fixpoint_ON	4	n/a	n/a	n/a
72.348	2.4	36174	stim_ON	8	0	1	1
75.258	n/a	37629	fixpoint_ON	4	n/a	n/a	n/a
75.768	2.4	37884	stim_ON	8	0	0.6	2
78.678	n/a	39339	fixpoint_ON	4	n/a	n/a	n/a
79.188	2.4	39594	stim_ON	8	0	0.3	3
82.098	n/a	41049	fixpoint_ON	4	n/a	n/a	n/a
82.608	2.4	41304	stim_ON	8	0	0	1
85.518	n/a	42759	fixpoint_ON	4	n/a	n/a	n/a
86.028	2.4	43014	stim_ON	8	1	1	3
88.938	n/a	44469	fixpoint_ON	4	n/a	n/a	n/a
89.448	2.4	44724	stim_ON	8	1	0.6	2
92.358	n/a	46179	fixpoint_ON	4	n/a	n/a	n/a
92.87	2.4	46435	stim_ON	8	1	0.3	1
95.778	n/a	47889	fixpoint_ON	4	n/a	n/a	n/a
96.29	2.4	48145	stim_ON	8	1	0	3
99.2	n/a	49600	fixpoint_ON	4	n/a	n/a	n/a
99.71	2.4	49855	stim_ON	8	1	0	3
102.62	n/a	51310	fixpoint_ON	4	n/a	n/a	n/a
103.13	2.4	51565	stim_ON	8	1	0.3	1
106.04	n/a	53020	fixpoint_ON	4	n/a	n/a	n/a
106.55	2.4	53275	stim_ON	8	1	0.6	2
109.46	n/a	54730	fixpoint_ON	4	n/a	n/a	n/a
109.97	2.4	54985	stim_ON	8	1	1	3
112.88	n/a	56440	fixpoint_ON	4	n/a	n/a	n/a
113.39	2.4	56695	stim_ON	8	1	0	1
116.3	n/a	58150	fixpoint_ON	4	n/a	n/a	n/a
116.81	2.4	58405	stim_ON	8	0	0	2
119.72	n/a	59860	fixpoint_ON	4	n/a	n/a	n/a
120.23	2.4	60115	stim_ON	8	1	0.3	3
123.14	n/a	61570	fixpoint_ON	4	n/a	n/a	n/a
123.65	2.4	61825	stim_ON	8	0	0.3	1
126.56	n/a	63280	fixpoint_ON	4	n/a	n/a	n/a
127.07	2.4	63535	stim_ON	8	1	0.6	2
129.98	n/a	64990	fixpoint_ON	4	n/a	n/a	n/a
130.49	2.4	65245	stim_ON	8	0	0.6	3
133.4	n/a	66700	fixpoint_ON	4	n/a	n/a	n/a
133.91	2.4	66955	stim_ON	8	1	1	1
136.82	n/a	68410	fixpoint_ON	4	n/a	n/a	n/a
137.33	2.4	68665	stim_ON	8	0	1	2
140.24	n/a	70120	fixpoint_ON	4	n/a	n/a	n/a
140.75	2.4	70375	stim_ON	8	1	0	3
143.66	n/a	71830	fixpoint_ON	4	n/a	n/a	n/a
144.17	2.4	72085	stim_ON	8	1	0.3	1
147.08	n/a	73540	fixpoint_ON	4	n/a	n/a	n/a
147.59	2.4	73795	stim_ON	8	1	0.6	2
150.5	n/a	75250	fixpoint_ON	4	n/a	n/a	n/a
151.01	2.4	75505	stim_ON	8	1	1	3
153.92	n/a	76960	fixpoint_ON	4	n/a	n/a	n/a
154.43	2.4	77215	stim_ON	8	1	1	2
157.34	n/a	78670	fixpoint_ON	4	n/a	n/a	n/a
157.85	2.4	78925	stim_ON	8	1	0.6	1
160.76	n/a	80380	fixpoint_ON	4	n/a	n/a	n/a
161.27	2.4	80635	stim_ON	8	1	0.3	3
164.18	n/a	82090	fixpoint_ON	4	n/a	n/a	n/a
164.69	2.4	82345	stim_ON	8	1	0	2
167.6	n/a	83800	fixpoint_ON	4	n/a	n/a	n/a
168.11	2.4	84055	stim_ON	8	0	1	1
171.02	n/a	85510	fixpoint_ON	4	n/a	n/a	n/a
171.53	2.4	85765	stim_ON	8	0	0.6	2
174.44	n/a	87220	fixpoint_ON	4	n/a	n/a	n/a
174.952	2.4	87476	stim_ON	8	0	0.3	3
177.86	n/a	88930	fixpoint_ON	4	n/a	n/a	n/a
178.37	2.4	89185	stim_ON	8	0	0	1
181.28	n/a	90640	fixpoint_ON	4	n/a	n/a	n/a
181.79	2.4	90895	stim_ON	8	1	1	2
184.7	n/a	92350	fixpoint_ON	4	n/a	n/a	n/a
185.212	2.4	92606	stim_ON	8	1	0.6	3
188.122	n/a	94061	fixpoint_ON	4	n/a	n/a	n/a
188.632	2.4	94316	stim_ON	8	1	0.3	1
191.542	n/a	95771	fixpoint_ON	4	n/a	n/a	n/a
192.052	2.4	96026	stim_ON	8	1	0	2
194.962	n/a	97481	fixpoint_ON	4	n/a	n/a	n/a
195.472	2.4	97736	stim_ON	8	1	0	1
198.382	n/a	99191	fixpoint_ON	4	n/a	n/a	n/a
198.892	2.4	99446	stim_ON	8	1	0.3	3
201.802	n/a	100901	fixpoint_ON	4	n/a	n/a	n/a
202.312	2.4	101156	stim_ON	8	1	0.6	2
205.222	n/a	102611	fixpoint_ON	4	n/a	n/a	n/a
205.732	2.4	102866	stim_ON	8	1	1	1
208.642	n/a	104321	fixpoint_ON	4	n/a	n/a	n/a
209.152	2.4	104576	stim_ON	8	1	1	2
212.062	n/a	106031	fixpoint_ON	4	n/a	n/a	n/a
212.572	2.4	106286	stim_ON	8	1	0.6	3
215.482	n/a	107741	fixpoint_ON	4	n/a	n/a	n/a
215.992	2.4	107996	stim_ON	8	1	0.3	1
218.902	n/a	109451	fixpoint_ON	4	n/a	n/a	n/a
219.412	2.4	109706	stim_ON	8	1	0	2
222.322	n/a	111161	fixpoint_ON	4	n/a	n/a	n/a
222.832	2.4	111416	stim_ON	8	0	1	1
225.742	n/a	112871	fixpoint_ON	4	n/a	n/a	n/a
226.252	2.4	113126	stim_ON	8	1	1	2
229.162	n/a	114581	fixpoint_ON	4	n/a	n/a	n/a
229.672	2.4	114836	stim_ON	8	0	0.6	3
232.582	n/a	116291	fixpoint_ON	4	n/a	n/a	n/a
233.092	2.4	116546	stim_ON	8	1	0.6	1
236.002	n/a	118001	fixpoint_ON	4	n/a	n/a	n/a
236.512	2.4	118256	stim_ON	8	0	0.3	2
239.422	n/a	119711	fixpoint_ON	4	n/a	n/a	n/a
239.932	2.4	119966	stim_ON	8	1	0.3	3
242.842	n/a	121421	fixpoint_ON	4	n/a	n/a	n/a
243.352	2.4	121676	stim_ON	8	0	0	1
246.262	n/a	123131	fixpoint_ON	4	n/a	n/a	n/a
246.772	2.4	123386	stim_ON	8	1	0	2
252.734	n/a	126367	break cnt	break cnt	n/a	n/a	n/a
278.074	n/a	139037	9999	9999	n/a	n/a	n/a
