onset	duration	sample	value	event_code	feedback
0	n/a	0	break cnt	break cnt	n/a
93.44	n/a	46720	contrastChangeB3_start	96	n/a
99.272	n/a	49636	contrastTrial_start	5	n/a
100.852	n/a	50426	left_buttonPress	12	non_target
103.672	n/a	51836	right_target	9	n/a
105.462	n/a	52731	right_buttonPress	13	smiley_face
106.072	n/a	53036	contrastTrial_start	5	n/a
112.072	n/a	56036	right_target	9	n/a
114.072	n/a	57036	right_buttonPress	13	smiley_face
114.472	n/a	57236	contrastTrial_start	5	n/a
118.872	n/a	59436	left_target	8	n/a
120.902	n/a	60451	left_buttonPress	12	smiley_face
121.272	n/a	60636	contrastTrial_start	5	n/a
127.272	n/a	63636	left_target	8	n/a
128.962	n/a	64481	left_buttonPress	12	smiley_face
129.672	n/a	64836	contrastTrial_start	5	n/a
134.072	n/a	67036	right_target	9	n/a
136.472	n/a	68236	contrastTrial_start	5	n/a
142.472	n/a	71236	left_target	8	n/a
144.072	n/a	72036	left_buttonPress	12	smiley_face
144.872	n/a	72436	contrastTrial_start	5	n/a
150.872	n/a	75436	left_target	8	n/a
152.882	n/a	76441	left_buttonPress	12	smiley_face
153.272	n/a	76636	contrastTrial_start	5	n/a
157.672	n/a	78836	right_target	9	n/a
160.074	n/a	80037	contrastTrial_start	5	n/a
160.092	n/a	80046	right_buttonPress	13	non_target
162.874	n/a	81437	left_target	8	n/a
164.214	n/a	82107	left_buttonPress	12	smiley_face
165.274	n/a	82637	contrastTrial_start	5	n/a
168.074	n/a	84037	left_target	8	n/a
170.194	n/a	85097	left_buttonPress	12	smiley_face
170.474	n/a	85237	contrastTrial_start	5	n/a
173.274	n/a	86637	left_target	8	n/a
175.674	n/a	87837	contrastTrial_start	5	n/a
175.784	n/a	87892	left_buttonPress	12	non_target
181.674	n/a	90837	right_target	9	n/a
183.464	n/a	91732	right_buttonPress	13	smiley_face
184.074	n/a	92037	contrastTrial_start	5	n/a
188.474	n/a	94237	right_target	9	n/a
190.044	n/a	95022	right_buttonPress	13	smiley_face
190.874	n/a	95437	contrastTrial_start	5	n/a
196.874	n/a	98437	right_target	9	n/a
198.354	n/a	99177	right_buttonPress	13	smiley_face
199.274	n/a	99637	contrastTrial_start	5	n/a
202.074	n/a	101037	right_target	9	n/a
204.474	n/a	102237	contrastTrial_start	5	n/a
208.874	n/a	104437	left_target	8	n/a
210.974	n/a	105487	left_buttonPress	12	smiley_face
211.274	n/a	105637	contrastTrial_start	5	n/a
214.074	n/a	107037	right_target	9	n/a
216.474	n/a	108237	contrastTrial_start	5	n/a
219.274	n/a	109637	left_target	8	n/a
220.974	n/a	110487	left_buttonPress	12	smiley_face
221.674	n/a	110837	contrastTrial_start	5	n/a
224.474	n/a	112237	right_target	9	n/a
226.874	n/a	113437	contrastTrial_start	5	n/a
229.674	n/a	114837	right_target	9	n/a
231.454	n/a	115727	right_buttonPress	13	smiley_face
232.074	n/a	116037	contrastTrial_start	5	n/a
236.474	n/a	118237	left_target	8	n/a
238.324	n/a	119162	left_buttonPress	12	smiley_face
238.876	n/a	119438	contrastTrial_start	5	n/a
243.274	n/a	121637	left_target	8	n/a
244.924	n/a	122462	right_buttonPress	13	sad_face
245.504	n/a	122752	left_buttonPress	12	non_target
245.676	n/a	122838	contrastTrial_start	5	n/a
251.676	n/a	125838	right_target	9	n/a
253.446	n/a	126723	right_buttonPress	13	smiley_face
254.076	n/a	127038	contrastTrial_start	5	n/a
260.076	n/a	130038	left_target	8	n/a
262.236	n/a	131118	left_buttonPress	12	smiley_face
262.476	n/a	131238	contrastTrial_start	5	n/a
268.826	n/a	134413	break cnt	break cnt	n/a
296.434	n/a	148217	9999	9999	n/a
