onset	duration	sample	value	event_code	feedback
0	n/a	0	break cnt	break cnt	n/a
45.69	n/a	22845	contrastChangeB1_start	94	n/a
51.666	n/a	25833	contrastTrial_start	5	n/a
54.466	n/a	27233	right_target	9	n/a
56.356	n/a	28178	right_buttonPress	13	smiley_face
56.866	n/a	28433	contrastTrial_start	5	n/a
59.666	n/a	29833	right_target	9	n/a
61.516	n/a	30758	right_buttonPress	13	smiley_face
62.066	n/a	31033	contrastTrial_start	5	n/a
66.466	n/a	33233	right_target	9	n/a
68.706	n/a	34353	right_buttonPress	13	smiley_face
68.866	n/a	34433	contrastTrial_start	5	n/a
74.866	n/a	37433	right_target	9	n/a
76.886	n/a	38443	right_buttonPress	13	smiley_face
77.266	n/a	38633	contrastTrial_start	5	n/a
80.066	n/a	40033	left_target	8	n/a
81.836	n/a	40918	left_buttonPress	12	smiley_face
82.466	n/a	41233	contrastTrial_start	5	n/a
85.266	n/a	42633	right_target	9	n/a
86.806	n/a	43403	right_buttonPress	13	smiley_face
87.666	n/a	43833	contrastTrial_start	5	n/a
92.066	n/a	46033	right_target	9	n/a
93.986	n/a	46993	right_buttonPress	13	smiley_face
94.486	n/a	47243	contrastTrial_start	5	n/a
98.886	n/a	49443	left_target	8	n/a
100.516	n/a	50258	left_buttonPress	12	smiley_face
100.876	n/a	50438	left_buttonPress	12	non_target
100.896	n/a	50448	left_buttonPress	12	non_target
101.286	n/a	50643	contrastTrial_start	5	n/a
105.686	n/a	52843	left_target	8	n/a
108.086	n/a	54043	contrastTrial_start	5	n/a
108.906	n/a	54453	left_buttonPress	12	non_target
110.606	n/a	55303	left_buttonPress	12	non_target
112.486	n/a	56243	right_target	9	n/a
114.366	n/a	57183	right_buttonPress	13	smiley_face
114.886	n/a	57443	contrastTrial_start	5	n/a
120.886	n/a	60443	left_target	8	n/a
122.358	n/a	61179	left_buttonPress	12	smiley_face
123.288	n/a	61644	contrastTrial_start	5	n/a
126.088	n/a	63044	left_target	8	n/a
128.198	n/a	64099	left_buttonPress	12	smiley_face
128.488	n/a	64244	contrastTrial_start	5	n/a
134.488	n/a	67244	left_target	8	n/a
136.228	n/a	68114	left_buttonPress	12	smiley_face
136.888	n/a	68444	contrastTrial_start	5	n/a
141.288	n/a	70644	left_target	8	n/a
143.438	n/a	71719	left_buttonPress	12	smiley_face
143.688	n/a	71844	contrastTrial_start	5	n/a
146.488	n/a	73244	left_target	8	n/a
148.888	n/a	74444	contrastTrial_start	5	n/a
154.888	n/a	77444	left_target	8	n/a
156.358	n/a	78179	left_buttonPress	12	smiley_face
157.288	n/a	78644	contrastTrial_start	5	n/a
161.688	n/a	80844	right_target	9	n/a
164.088	n/a	82044	contrastTrial_start	5	n/a
170.088	n/a	85044	right_target	9	n/a
171.588	n/a	85794	right_buttonPress	13	smiley_face
172.488	n/a	86244	contrastTrial_start	5	n/a
178.488	n/a	89244	right_target	9	n/a
180.158	n/a	90079	right_buttonPress	13	smiley_face
180.888	n/a	90444	contrastTrial_start	5	n/a
183.688	n/a	91844	left_target	8	n/a
185.638	n/a	92819	left_buttonPress	12	smiley_face
186.088	n/a	93044	contrastTrial_start	5	n/a
192.088	n/a	96044	left_target	8	n/a
194.198	n/a	97099	right_buttonPress	13	sad_face
194.488	n/a	97244	contrastTrial_start	5	n/a
198.888	n/a	99444	left_target	8	n/a
201.288	n/a	100644	contrastTrial_start	5	n/a
201.368	n/a	100684	left_buttonPress	12	non_target
204.088	n/a	102044	right_target	9	n/a
206.238	n/a	103119	right_buttonPress	13	smiley_face
206.49	n/a	103245	contrastTrial_start	5	n/a
212.488	n/a	106244	right_target	9	n/a
214.4	n/a	107200	right_buttonPress	13	smiley_face
214.89	n/a	107445	contrastTrial_start	5	n/a
216.44	n/a	108220	right_buttonPress	13	non_target
221.284	n/a	110642	break cnt	break cnt	n/a
257.94	n/a	128970	9999	9999	n/a
