onset	duration	sub_id	trial_type	vigtext	cond_id	vig_id
7.931465200000275	7.919997099999819	sub-02	care_physical	You see a girl shooting geese repeatedly with a pellet gun out in the woods.	care_physical06	35
20.18331360000002	7.925246799999968	sub-02	loyalty	You see a former US General saying publicly he would never buy any American product.	loyalty03	77
29.5618142000003	7.921832499999709	sub-02	fairness	You see a referee intentionally making bad calls that help his favored team win.	fairness05	49
40.37947410000015	7.922772599999917	sub-02	fairness	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	fairness11	55
52.63320500000009	7.919122199999947	sub-02	social_norms	You see a woman eating dessert before her main entree arrives on the table.	social_norms04	108
63.444974900000034	7.92251830000032	sub-02	loyalty	You see the coach's wife sponsoring a bake sale for her husband's rival team.	loyalty13	87
74.2585737000004	7.92562609999959	sub-02	liberty	You see a father requiring his son to become a commercial airline pilot like him.	liberty02	61
85.07878460000029	7.922270099999878	sub-02	social_norms	You see someone using an old rotary phone and refusing to go buy a new one.	social_norms01	105
95.89371740000024	7.924167300000136	sub-02	loyalty	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	loyalty05	79
108.1504973000001	7.925780500000201	sub-02	care_physical	You see a wife hitting her husband on the side of his head for coming home late.	care_physical15	44
118.96704910000015	7.926109500000166	sub-02	authority	You see a girl ignoring her fathers orders by taking the car after her curfew.	authority01	0
129.78607760000023	7.9239581000001635	sub-02	loyalty	You see a class president saying on TV that her rival college is a better school.	loyalty09	83
142.04551420000007	7.924829800000225	sub-02	liberty	You see a manager coercing her employees into eating at her brother's diner.	liberty04	63
151.4185464000002	7.918258700000024	sub-02	sanctity	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	sanctity08	97
160.7838759000001	7.926404900000307	sub-02	sanctity	You see a girl and her sister making out with each other just for practice.	sanctity10	99
173.04645870000013	7.933458700000301	sub-02	sanctity	You see two first cousins getting married to each other in an elaborate wedding.	sanctity13	102
182.4264647	7.920286600000054	sub-02	social_norms	You see a man staying inside his home with the shades drawn on a rare sunny day.	social_norms02	106
193.2359370000004	7.918287599999985	sub-02	care_emotional	You see a man laughing at a disabled co-worker while at an office softball game.	care_emotional15	29
205.4851194000004	7.925828799999977	sub-02	fairness	You see a soccer player pretending to be seriously fouled by an opposing player.	fairness04	48
217.747037	7.924095800000032	sub-02	authority	You see a girl repeatedly interrupting her teacher as he explains a new concept.	authority03	2
230.0030517	7.924759100000415	sub-02	social_norms	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	social_norms14	118
239.38130520000004	7.923243600000205	sub-02	fairness	You see a student getting an A on a group project when he didn't do his part.	fairness07	51
251.63582699999995	7.919154400000025	sub-02	authority	You see a man turn his back and walk away while his boss questions his work.	authority13	12
261.00182680000046	7.92649649999953	sub-02	sanctity	You see a family eating the carcass of their pet dog that had been run over.	sanctity02	91
271.82059210000045	7.924557699999582	sub-02	liberty	You see a boss pressuring employees to buy goods from her family's general store.	liberty08	67
284.0817126000002	7.921922300000006	sub-02	care_physical	You see a zoo trainer jabbing a dolphin to get it to entertain the customers.	care_physical04	33
293.45489669999995	7.923797600000057	sub-02	care_physical	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	care_physical13	42
304.2698432000002	7.925562599999921	sub-02	care_emotional	You see a man telling a woman that her painting looks like it was done by children.	care_emotional11	25
315.0866229000003	7.91906629999994	sub-02	care_emotional	You see a boy telling a woman that she looks just like her overweight bulldog.	care_emotional05	19
325.8983145000002	7.924257699999998	sub-02	care_emotional	You see a teenage girl openly staring at a disfigured woman as she walks past.	care_emotional08	22
335.2695262000002	7.926406600000291	sub-02	liberty	You see a man telling his girlfriend that she must convert to his religion.	liberty05	64
347.52823130000024	7.926221400000259	sub-02	care_emotional	You see a girl laughing at another student forgetting her lines at a school play.	care_emotional02	16
358.34525680000024	7.92586829999982	sub-02	loyalty	You see a teacher publicly saying she hopes another school wins the math contest.	loyalty07	81
370.5989651	7.922302400000262	sub-02	care_physical	You see a boy setting a series of traps to kill stray cats in his neighborhood.	care_physical08	37
382.8494251000002	7.922146899999916	sub-02	authority	You see a star player ignoring her coach's order to come to the bench during a game.	authority15	14
392.2215922	7.925098100000014	sub-02	sanctity	You see a teenager urinating in the wave pool at a crowded amusement park.	sanctity04	93
403.0376434	7.925823800000217	sub-02	liberty	You see a man blocking his wife from leaving home or interacting with others.	liberty03	62
412.4159064	7.922608100000161	sub-02	fairness	You see a boy skipping to the front of the line because his friend is an employee.	fairness12	56
423.23089560000017	7.924498500000027	sub-02	authority	You see a player publicly yelling at his soccer coach during a playoff game.	authority08	7
432.6056592	7.924849800000175	sub-02	social_norms	You see a man walking down a dark hallway while still wearing his sunglasses.	social_norms10	114
