onset	duration	sub_id	trial_type	vigtext	cond_id	vig_id
7.98382810000021	7.924492699999973	sub-02	liberty	You see a mother telling her son that she is going to choose all of his friends.	liberty06	65
18.805066700000225	7.920210399999632	sub-02	sanctity	You see a man searching through the trash to find women's discarded underwear.	sanctity12	101
29.6209702000001	7.921069699999862	sub-02	care_physical	You see a woman swerving her car in order to intentionally run over a squirrel.	care_physical01	30
40.43374159999985	7.925018599999959	sub-02	authority	You see a teaching assistant talking back to the teacher in front of the classroom.	authority10	9
52.69287940000004	7.924356299999999	sub-02	loyalty	You see an American telling foreigners that the US is an evil force in the world.	loyalty12	86
63.5090961999999	7.918733200000162	sub-02	liberty	You see a mother forcing her daughter to enroll as a pre-med student in college.	liberty11	70
72.87786349999988	7.922952700000224	sub-02	loyalty	You see a coach celebrating with the opposing team's players who just won the game.	loyalty02	76
85.13709060000019	7.92422609999997	sub-02	authority	You see a staff member talking loudly and interrupting the mayor's speech to the public.	authority11	10
95.95061739999984	7.925508199999967	sub-02	loyalty	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	loyalty10	84
105.32619579999982	7.925146700000369	sub-02	fairness	You see a runner taking a shortcut on the course during the marathon in order to win.	fairness02	46
117.58539979999978	7.924377300000287	sub-02	fairness	You see a student copying a classmate's answer sheet on a makeup final exam.	fairness01	45
129.84284789999992	7.925486500000261	sub-02	loyalty	You see a former Secretary of State publicly giving up his citizenship to the US.	loyalty14	88
142.1051422999999	7.921722999999929	sub-02	care_physical	You see a woman spanking her child with a spatula for getting bad grades in school.	care_physical14	43
152.91752290000022	7.920588799999678	sub-02	sanctity	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	sanctity09	98
163.72790140000006	7.9242291999999	sub-02	care_physical	You see a man lashing his pony with a whip for breaking loose from its pen.	care_physical05	34
173.1054208999999	7.9235358000000815	sub-02	liberty	You see a public leader on TV trying to ban the wearing of hooded sweatshirts.	liberty10	69
182.4759967	7.919729300000199	sub-02	care_emotional	You see a man quickly canceling a blind date as soon as he sees the woman.	care_emotional04	18
193.28834920000008	7.922460700000101	sub-02	authority	You see a woman refusing to stand when the judge walks into the courtroom.	authority02	1
205.54309650000005	7.926206499999807	sub-02	fairness	You see a woman getting hired only because her father is close friends with the boss.	fairness09	53
214.9231682	7.92119439999982	sub-02	care_emotional	You see a girl laughing when she realizes her friend's dad is the janitor.	care_emotional06	20
225.7355097	7.925668100000166	sub-02	care_emotional	You see a girl telling her classmate that she looks like she has gained weight.	care_emotional14	28
235.1125996	7.923649699999771	sub-02	social_norms	You see a man eating a bowl of cereal in the morning with water instead of milk.	social_norms07	111
244.48555560000017	7.925927599999852	sub-02	fairness	You see a judge taking on a criminal case although he is friends with the defendant.	fairness06	50
255.3056028000001	7.924394799999845	sub-02	sanctity	You see a college student drinking until she vomits on herself and falls asleep.	sanctity15	104
267.5604964999998	7.926311999999996	sub-02	care_emotional	You see a woman clearly avoiding sitting next to an obese woman on the bus.	care_emotional12	26
279.8193861	7.920702599999913	sub-02	care_physical	You see someone leaving his dog outside in the rain after it dug in the trash.	care_physical03	32
292.07319800000005	7.923897300000135	sub-02	authority	You see an intern disobeying an order to dress professionally and comb his hair.	authority04	3
301.44434189999987	7.926087599999903	sub-02	sanctity	You see a woman having intimate relations with a recently deceased loved one.	sanctity07	96
310.8231380000002	7.922403399999894	sub-02	sanctity	You see a story about a remote tribe eating the flesh of their deceased members.	sanctity11	100
323.07435399999986	7.921355500000118	sub-02	social_norms	You see a man putting ketchup all over his chicken Caesar salad while at lunch.	social_norms09	113
335.3284039	7.925886899999966	sub-02	social_norms	You see a woman continuing to wear a large sun hat inside her apartment complex.	social_norms05	109
346.1448197999998	7.926278300000376	sub-02	care_emotional	You see a girl telling a boy that his older brother is much more attractive than him.	care_emotional13	27
356.96318900000006	7.924712900000031	sub-02	authority	You see a boy turning up the TV as his father talks about his military service.	authority09	8
367.7791628	7.925516299999799	sub-02	liberty	You see a teacher ordering a student to get a normal haircut before coming to class.	liberty13	72
378.5956636000001	7.92575429999988	sub-02	care_physical	You see a woman throwing a stapler at her colleague who is snoring during her talk.	care_physical09	38
387.9736426	7.924876900000072	sub-02	social_norms	You see someone driving around in a dirty car that has not been washed recently.	social_norms11	115
400.22902049999993	7.926091600000291	sub-02	fairness	You see an employee lying about how many hours she worked during the week.	fairness08	52
409.6059736000002	7.924178399999619	sub-02	liberty	You see a man forbidding his wife to wear clothing that he has not first approved.	liberty07	66
421.8626269000001	7.926139499999863	sub-02	social_norms	You see someone reading the ending of a spy novel before reading the beginning.	social_norms13	117
432.6828363	7.922703000000183	sub-02	loyalty	You see a head cheerleader booing her high school's team during a homecoming game.	loyalty08	82
