onset	duration	sub_id	trial_type	vigtext	cond_id	vig_id
7.927059399999962	7.925008100000014	sub-02	care_emotional	You see a boy making fun of his brother for getting dumped by his girlfriend.	care_emotional09	23
17.301406499999757	7.918148400000064	sub-02	sanctity	You see a man in a bar using his phone to watch people having sex with animals.	sanctity05	94
26.666145299999695	7.925931499999933	sub-02	authority	You see a group of women having a long and loud conversation during a church sermon.	authority12	11
37.48293949999948	7.925942600000098	sub-02	fairness	You see a politician using federal tax dollars to build an extension on his home.	fairness15	59
48.300556400000005	7.918392599999606	sub-02	fairness	You see a girl asking for allowance even though her brother did her chores for her.	fairness10	54
60.55358319999959	7.922162500000013	sub-02	social_norms	You see a woman watching a game on television in black-and-white instead of color.	social_norms12	116
71.36772889999975	7.918380200000229	sub-02	sanctity	You see a teenage male in a dorm bathroom secretly using a stranger's toothbrush.	sanctity06	95
80.73410019999983	7.918709699999908	sub-02	care_emotional	You see a woman commenting out loud about how fat another woman looks in her jeans.	care_emotional03	17
92.98444149999978	7.925163599999905	sub-02	care_physical	You see a woman snatching away her dog's food for making a mess in the living room.	care_physical07	36
103.8003291	7.926046099999894	sub-02	care_physical	You see a woman slapping another woman who she is arguing with in the parking lot.	care_physical12	41
113.17612889999964	7.925275400000373	sub-02	loyalty	You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold.	loyalty15	89
125.42944499999976	7.924196500000335	sub-02	liberty	You see a father requiring his son to take up the family restaurant business.	liberty12	71
134.80221490000008	7.924639799999795	sub-02	care_emotional	You see a man loudly telling his wife that the dinner she cooked tastes awful.	care_emotional10	24
144.17931939999949	7.931231000000253	sub-02	sanctity	You see a very drunk woman making out with multiple strangers on the city bus.	sanctity14	103
153.5590254999995	7.926404700000376	sub-02	care_emotional	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	care_emotional07	21
162.9357050999995	7.924875200000088	sub-02	fairness	You see a woman lying about the number of vacation days she has taken at work.	fairness13	57
175.19443589999992	7.926097999999911	sub-02	sanctity	You see a man having sex with a frozen chicken before cooking it for dinner.	sanctity01	90
184.56921479999983	7.924909299999854	sub-02	social_norms	You see someone at the school gym lifting free weights in nice business clothes.	social_norms06	110
196.8271034999998	7.925511899999947	sub-02	authority	You see a student stating that her professor is a fool during an afternoon class.	authority14	13
206.20350849999977	7.924228700000185	sub-02	authority	You see a boy spray-painting anarchy symbols on the side of the police station.	authority06	5
215.5806928999996	7.922194700000091	sub-02	loyalty	You see a man leaving his family business to go work for their main competitor.	loyalty06	80
224.95495029999984	7.924693500000103	sub-02	social_norms	You see a woman answering a phone call with the word goodbye instead of hello.	social_norms15	119
234.3303112000001	7.924483699999882	sub-02	care_physical	You see a woman throwing her cat across the room for scratching the furniture.	care_physical02	31
246.5858791999999	7.925652399999763	sub-02	fairness	You see a tenant bribing a landlord to be the first to get their apartment repainted.	fairness03	47
257.4033053999997	7.925131899999997	sub-02	authority	You see a teenage girl coming home late and ignoring her parents' strict curfew.	authority05	4
266.78167689999964	7.921737099999973	sub-02	loyalty	You see an employee joking with competitors about how bad his company did last year.	loyalty01	75
276.1534137999995	7.918546700000434	sub-02	loyalty	You see a mayor saying that the neighboring town is a much better town.	loyalty04	78
286.96448109999983	7.924352800000179	sub-02	liberty	You see a woman pressuring her daughter to become a famous evening news anchor.	liberty09	68
296.3358979	7.919659299999694	sub-02	sanctity	You see a drunk elderly man offering to have oral sex with anyone in the bar.	sanctity03	92
305.70310599999993	7.925880699999652	sub-02	care_emotional	You see a teenage boy chuckling at an amputee he passes by while on the subway.	care_emotional01	15
316.5204657999998	7.925257400000191	sub-02	liberty	You see a mayor trying to ban people from hugging and kissing in public in his city.	liberty15	74
327.3384889999997	7.9240475000001425	sub-02	fairness	You see a professor giving a bad grade to a student just because he dislikes him.	fairness14	58
339.5987814	7.924030999999559	sub-02	care_physical	You see a boy placing a thumbtack sticking up on the chair of another student.	care_physical11	40
350.4120853999998	7.925874000000022	sub-02	care_physical	You see a girl throwing her hot coffee on a woman who is dating her ex-boyfriend.	care_physical10	39
362.6661648999998	7.92372000000023	sub-02	authority	You see an employee trying to undermine all of her boss' ideas in front of others.	authority07	6
374.92270169999983	7.923808200000167	sub-02	liberty	You see a man telling his fiancee that she has to switch to his political party.	liberty01	60
385.7368818	7.926400600000079	sub-02	liberty	You see a teenager at a cafeteria forcing a younger student to pay for her lunch.	liberty14	73
395.1158145	7.924403199999688	sub-02	social_norms	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	social_norms08	112
404.4873041999999	7.926211899999998	sub-02	social_norms	You see a woman drinking her entire cup of coffee using a stirring spoon.	social_norms03	107
416.7465368999997	7.9256340000004	sub-02	loyalty	You see a college president singing a rival school's fight song during a pep rally.	loyalty11	85
