onset	duration	sample	trial_type	response_time	stim_file	value
327.5400000000	n/a	163770	STATUS	n/a	n/a	2
587.0700000000	n/a	293535	STATUS	n/a	n/a	1
606.1800000000	n/a	303090	STATUS	n/a	n/a	1
631.7900000000	n/a	315895	start of the trial	n/a	n/a	500
632.1600000000	n/a	316080	start of the baseline period: Manipulation with 6 letters (6M)	n/a	n/a	161
632.2260000000	n/a	316113	STATUS	n/a	n/a	1
635.3000000000	n/a	317650	presentation of the task instruction	n/a	n/a	4
635.9700000000	n/a	317985	encoding: 6M	n/a	n/a	261
639.1200000000	n/a	319560	delay period: 6M	n/a	n/a	361
645.7600000000	n/a	322880	probe: 6M	n/a	n/a	61
647.7740000000	n/a	323887	Response: 6M: correct	n/a	n/a	4611
652.0400000000	n/a	326020	start of the trial	n/a	n/a	500
652.3700000000	n/a	326185	start of the baseline period: Manipulation with 6 letters (6M)	n/a	n/a	161
655.5500000000	n/a	327775	presentation of the task instruction	n/a	n/a	4
656.1800000000	n/a	328090	encoding: 6M	n/a	n/a	261
659.3400000000	n/a	329670	delay period: 6M	n/a	n/a	361
666.0100000000	n/a	333005	probe: 6M	n/a	n/a	61
669.8900000000	n/a	334945	Response: 6M: error	n/a	n/a	4610
672.4600000000	n/a	336230	start of the trial	n/a	n/a	500
672.8200000000	n/a	336410	start of the baseline period: Manipulation with 6 letters (6M)	n/a	n/a	161
675.9600000000	n/a	337980	presentation of the task instruction	n/a	n/a	4
676.6300000000	n/a	338315	encoding: 6M	n/a	n/a	261
679.7700000000	n/a	339885	delay period: 6M	n/a	n/a	361
686.4500000000	n/a	343225	probe: 6M	n/a	n/a	61
689.8120000000	n/a	344906	Response: 6M: correct	n/a	n/a	4611
692.6200000000	n/a	346310	start of the trial	n/a	n/a	500
692.9700000000	n/a	346485	start of the baseline period: Manipulation with 6 letters (6M)	n/a	n/a	161
696.1100000000	n/a	348055	presentation of the task instruction	n/a	n/a	4
696.7800000000	n/a	348390	encoding: 6M	n/a	n/a	261
699.9300000000	n/a	349965	delay period: 6M	n/a	n/a	361
706.5800000000	n/a	353290	probe: 6M	n/a	n/a	61
708.1680000000	n/a	354084	Response: 6M: correct	n/a	n/a	4611
713.0600000000	n/a	356530	start of the trial	n/a	n/a	500
713.4200000000	n/a	356710	start of the baseline period: Manipulation with 6 letters (6M)	n/a	n/a	161
716.5800000000	n/a	358290	presentation of the task instruction	n/a	n/a	4
717.2100000000	n/a	358605	encoding: 6M	n/a	n/a	261
720.3800000000	n/a	360190	delay period: 6M	n/a	n/a	361
727.0300000000	n/a	363515	probe: 6M	n/a	n/a	61
730.1460000000	n/a	365073	Response: 6M: correct	n/a	n/a	4611
733.4000000000	n/a	366700	start of the trial	n/a	n/a	500
733.7400000000	n/a	366870	start of the baseline period: Manipulation with 6 letters (6M)	n/a	n/a	161
736.9100000000	n/a	368455	presentation of the task instruction	n/a	n/a	4
737.5400000000	n/a	368770	encoding: 6M	n/a	n/a	261
740.7200000000	n/a	370360	delay period: 6M	n/a	n/a	361
747.3600000000	n/a	373680	probe: 6M	n/a	n/a	61
749.2080000000	n/a	374604	Response: 6M: error	n/a	n/a	4610
753.8700000000	n/a	376935	start of the trial	n/a	n/a	500
754.2400000000	n/a	377120	start of the baseline period: Manipulation with 6 letters (6M)	n/a	n/a	161
