onset	duration	condition_name	trial_type	stim_name	one_back	train_test	subj_resp	imagert	imagery_scene	imagery_pos
2.200016751885414e-06	12.001548200030811	0	0	Fix	0	0	0	0	0	0
12.001547999912873	2.0014394000172615	316091	2	The red ribbon is tied in a knot	0	1	0	0	0	0
15.000191999948584	2.0015721999807283	211178	1	images\train2017\000000211178.jpg	0	1	0	0	0	0
18.000298799946904	2.002729400061071	159073	1	images\train2017\000000159073.jpg	0	1	0	0	0	0
20.99926059995778	2.001577700022608	25195	1	images\train2017\000000025195.jpg	0	1	0	0	0	0
23.99996960000135	2.0014671999961138	12741	2	an image of two kids in bed with sheets	0	1	0	0	0	0
27.000375799951144	2.0017310000257567	30408	1	images\train2017\000000030408.jpg	0	1	0	0	0	0
30.000142799923196	2.0014555999077857	338838	1	images\train2017\000000338838.jpg	0	1	0	0	0	0
33.0004053999437	2.0016306000761688	133449	1	images\train2017\000000133449.jpg	0	2	0	0	0	0
36.00028409995139	2.00153810007032	457249	1	images\train2017\000000457249.jpg	0	2	0	0	0	0
39.00032489991281	2.001506199943833	486711	1	images\train2017\000000486711.jpg	0	1	0	0	0	0
42.000016600009985	2.0015368999447674	309744	2	a man on a green surfboard on a wave	0	1	0	0	0	0
44.99999529996421	2.0015362000558525	0	0	Fix	0	0	0	0	0	0
47.99999079992995	2.0014998000115156	144915	2	A bear lays in a large wooden stump sleeping	0	1	0	0	0	0
51.00044049997814	2.001511799986474	423618	1	images\train2017\000000423618.jpg	0	2	0	0	0	0
54.000362199964	2.0015641000354663	440546	1	images\train2017\000000440546.jpg	0	1	0	0	0	0
57.0001251999056	2.0015362999401987	160115	2	a fire hydrant in a field near a house	0	1	0	0	0	0
60.00026200001594	2.0015163000207394	358545	1	images\train2017\000000358545.jpg	0	1	0	0	0	0
62.99990249995608	2.001436799997464	6578	2	A girl is drying her hair in the mirror	0	1	0	0	0	0
66.00014559994452	2.001515800016932	414373	2	a man playing a game of tennis	0	2	0	0	0	0
69.0001916999463	2.0015036000404507	81894	2	A boat is on wavy water near the shore	0	1	0	0	0	0
72.00025369995274	2.0014767000684515	81894	1	images\train2017\000000081894.jpg	2	0	1	0	0	0
75.0001714999089	2.001418999978341	546074	2	A hefty red truck on a rural street	0	2	0	0	0	0
78.00011949997861	2.0014751000562683	443880	2	A white washer sitting inside of a kitchen	0	1	0	0	0	0
81.00001439999323	2.0015111999819055	0	0	Fix	0	0	0	0	0	0
84.00044550001621	2.001514600007795	121333	1	images\train2017\000000121333.jpg	0	1	0	0	0	0
87.00002479995601	2.001561800017953	287922	2	A hand going towards an caged eating giraffe	0	1	0	0	0	0
89.99998029996641	2.0014615000691265	402297	2	A dog sitting on a bus with some people	0	1	0	0	0	0
93.00044869992416	2.0015704000834376	95494	1	images\train2017\000000095494.jpg	0	1	0	0	0	0
96.00003220001236	2.0015268999850377	47566	2	A man has a sheep that he is grooming	0	2	0	0	0	0
99.00002179993317	2.001511200098321	473774	2	A chicken sandwich and fries on a plate	0	1	0	0	0	0
102.00038669991773	2.0013774998951703	367716	1	images\train2017\000000367716.jpg	0	1	0	0	0	0
105.00049140001647	2.0015769000165164	88274	1	images\train2017\000000088274.jpg	0	1	0	0	0	0
108.00003200001083	2.0014952999772504	63881	2	A young boy playing soccer on a dirt field	0	2	0	0	0	0
111.00038979994133	2.0014044001	63881	1	images\train2017\000000063881.jpg	2	0	1	0	0	0
114.00039549998473	2.0015170000260696	454636	1	images\train2017\000000454636.jpg	0	2	0	0	0	0
117.00004750001244	2.0014738999307156	419080	2	A sidewalk with a light pole and a trash can	0	1	0	0	0	0
120.00049489992671	2.0015170000260696	454199	1	images\train2017\000000454199.jpg	0	1	0	0	0	0
122.99990739999339	2.0015612000133842	0	0	Fix	0	0	0	0	0	0
126.00035749992821	2.0015684000682086	318108	1	images\train2017\000000318108.jpg	0	2	0	0	0	0
129.0003216000041	2.0015932000242174	367120	1	images\train2017\000000367120.jpg	0	2	0	0	0	0
132.0003096999135	2.001559600001201	514207	1	images\train2017\000000514207.jpg	0	1	0	0	0	0
135.0000752999913	2.001442000037059	333135	2	A large red and purple bus on a street	0	1	0	0	0	0
138.00031909998506	2.0014995000092313	255714	1	images\train2017\000000255714.jpg	0	2	0	0	0	0
141.00007720000576	2.0015346999280155	169996	2	A street filled with traffic and men on bikes	0	1	0	0	0	0
143.9998947000131	2.0014886999269947	438922	2	A white cup of red claim chowder soup	0	1	0	0	0	0
147.0002027999144	2.0015730999875814	560282	2	a woman eating a big piece of pizza	0	2	0	0	0	0
150.00004039995838	2.001494799973443	0	0	Fix	0	0	0	0	0	0
153.00001119996887	2.0015849999617785	480683	2	There is a nice kitchen with wood cabinetry	0	1	0	0	0	0
155.99996339995414	2.001504800049588	480683	2	There is a nice kitchen with wood cabinetry	1	0	1	0	0	0
159.00040579994675	2.0015073000686243	442468	1	images\train2017\000000442468.jpg	0	1	0	0	0	0
162.00008599995635	2.001575200003572	385795	2	Children running to kick the soccer ball	0	2	0	0	0	0
164.99991030001547	2.001441099913791	192079	2	A woman preparing food inside of a kitchen	0	1	0	0	0	0
168.00007909990381	2.0015274999896064	129864	2	A man sits in a car with a cat in his lap	0	1	0	0	0	0
171.0003574999282	2.0014986000023782	315083	1	images\train2017\000000315083.jpg	0	2	0	0	0	0
174.00055809994228	2.001479000085965	557539	1	images\train2017\000000557539.jpg	0	1	0	0	0	0
177.0001497999765	2.001435699989088	333348	2	A clock tower lit up in the night	0	1	0	0	0	0
180.00064619991463	2.0015516999410465	438447	1	images\train2017\000000438447.jpg	0	1	0	0	0	0
183.00034389994107	2.0016135000623763	202413	1	images\train2017\000000202413.jpg	0	1	0	0	0	0
185.99993109994102	2.0014488000888377	0	0	Fix	0	0	0	0	0	0
189.00040779996198	2.0015454000094905	26024	1	images\train2017\000000026024.jpg	0	1	0	0	0	0
192.00001829990651	2.0015276999911293	63347	2	A adult and a child with remotes in a room	0	1	0	0	0	0
194.99991209991276	2.0014141999417916	220654	2	A dump truck sits by a stop sign	0	2	0	0	0	0
198.00049559993204	2.0016102000372484	531327	1	images\train2017\000000531327.jpg	0	1	0	0	0	0
201.000274799997	2.001530100009404	323797	1	images\train2017\000000323797.jpg	0	2	0	0	0	0
204.00056209997274	2.001461499952711	220654	1	images\train2017\000000220654.jpg	0	2	0	0	0	0
207.0003774999641	2.001587099977769	437169	2	There is a cat pillow on a bed	0	1	0	0	0	0
210.00017399992794	2.0016111000441015	271844	1	images\train2017\000000271844.jpg	0	2	0	0	0	0
213.00021379999816	2.0016975000035018	505655	1	images\train2017\000000505655.jpg	0	2	0	0	0	0
215.99982019991148	2.0014776999596506	0	0	Fix	0	0	0	0	0	0
219.00011579995044	2.0014954999787733	340218	2	A man in a white shirt is taking a big bite	0	1	0	0	0	0
222.0000929000089	2.0014593999367207	340218	2	A man in a white shirt is taking a big bite	1	0	1	0	0	0
225.00011189992074	2.0013964999234304	212063	2	Here is a picture with a restroom scene	0	1	0	0	0	0
228.00060259993188	2.0015114000998437	402844	1	images\train2017\000000402844.jpg	0	1	0	0	0	0
231.00023899995722	2.0015915000112727	407974	1	images\train2017\000000407974.jpg	0	1	0	0	0	0
233.99986599991098	2.0014890999300405	212927	2	a girl laying in bed with her laptop	0	1	1	0	0	0
237.0001119999215	2.0014863999094814	47566	2	A man has a sheep that he is grooming	0	2	0	0	0	0
240.00002649996895	2.0014926999574527	259014	2	A man is wearing a suit and tie	0	1	0	0	0	0
242.99994020001031	2.0015058999415487	259014	2	A man is wearing a suit and tie	1	0	1	0	0	0
246.00004409998655	2.0014995000092313	385795	2	Children running to kick the soccer ball	0	2	0	0	0	0
249.00046060001478	2.001560300006531	42086	1	images\train2017\000000042086.jpg	0	1	0	0	0	0
251.99998949992005	2.0014619999565184	79642	2	A group of peacocks trapped in a pen	0	2	0	0	0	0
255.0001079000067	2.0015044999308884	79642	2	A group of peacocks trapped in a pen	1	0	1	0	0	0
258.0004650999326	2.0013996999477968	428446	1	images\train2017\000000428446.jpg	0	1	0	0	0	0
261.00009889993817	2.001582100056112	536103	2	a plate of breakfast food on a table	0	1	0	0	0	0
263.99998119997326	2.00155020004604	32126	2	A  stir fry in a cast iron skillet	0	1	0	0	0	0
267.0003050999949	2.001574599999003	333746	1	images\train2017\000000333746.jpg	0	1	0	0	0	0
269.99992089997977	2.0015206000534818	29444	2	a male in a tan shirt and a frisbee	0	1	0	0	0	0
272.9999555000104	2.0015500999288633	133449	2	a man that is bent down next to a cow	0	2	1	0	0	0
276.000351900002	2.0014562000287697	187540	1	images\train2017\000000187540.jpg	0	1	0	0	0	0
279.0004169999156	2.0016135999467224	496682	1	images\train2017\000000496682.jpg	0	1	0	0	0	0
281.9999047999736	2.00153050001245	183210	2	A herd of sheep are in a grassy area	0	2	0	0	0	0
285.00034399994183	2.001533200033009	90991	1	images\train2017\000000090991.jpg	0	1	0	0	0	0
287.9999879999086	16.000015099998564	0	0	Fix	0	0	0	0	0	0
