onset	duration	trial_type	disobedience	InstructionToButtonTime	InstructionToToneTime
-30.89	0.0	Unknown2	n/a	n/a	n/a
-30.89	0.0	Unknown2	n/a	n/a	n/a
0.0	0.0	FirstfMRITrigger	n/a	n/a	n/a
1.0399999999999991	0.0	FixationCross	n/a	n/a	n/a
6.640000000000001	0.5	AudioDontSendShock	n/a	n/a	n/a
6.640000000000001	0.5	AudioInstruction	n/a	4.810000000000002	5.170000000000002
6.640000000000001	0.5	Audio	n/a	n/a	n/a
9.159999999999997	0.0	Map2	n/a	n/a	n/a
11.450000000000003	0.0	Button	n/a	n/a	n/a
11.450000000000003	0.0	AgentNoShock	n/a	n/a	n/a
11.610000000000003	1.5	WitnessNoShock	n/a	n/a	n/a
11.810000000000002	0.2	AudioTone	n/a	n/a	n/a
11.810000000000002	0.2	AudioTone	n/a	n/a	n/a
11.810000000000002	0.0	LogNoShock	n/a	n/a	n/a
11.83	9.160000000000002	RatingScale	n/a	n/a	n/a
21.119999999999997	0.0	FixationCross	n/a	n/a	n/a
22.4	0.0	FixationCross	n/a	n/a	n/a
23.200000000000003	0.5	Audio	n/a	n/a	n/a
23.200000000000003	0.5	AudioInstruction	n/a	3.2099999999999937	3.479999999999997
23.200000000000003	0.5	AudioDontSendShock	n/a	n/a	n/a
25.729999999999997	0.0	Map2	n/a	n/a	n/a
26.409999999999997	0.0	Button	n/a	n/a	n/a
26.409999999999997	0.0	AgentNoShock	n/a	n/a	n/a
26.48	1.5	WitnessNoShock	n/a	n/a	n/a
26.68	0.2	AudioTone	n/a	n/a	n/a
26.68	0.2	Audio	n/a	n/a	n/a
26.68	0.2	AudioTone	n/a	n/a	n/a
26.69	9.049999999999994	RatingScale	n/a	n/a	n/a
35.84	0.0	FixationCross	n/a	n/a	n/a
37.19	0.0	FixationCross	n/a	n/a	n/a
37.39	0.5	Audio	n/a	n/a	n/a
37.39	0.5	AudioInstruction	n/a	4.8799999999999955	5.739999999999995
37.39	0.5	AudioSendShock	n/a	n/a	n/a
39.91	0.0	Map1	n/a	n/a	n/a
42.269999999999996	0.0	Button	n/a	n/a	n/a
42.269999999999996	0.0	AgentShock	n/a	n/a	n/a
42.92999999999999	1.5	WitnessShock	n/a	n/a	n/a
43.129999999999995	0.2	AudioTone	n/a	n/a	n/a
43.129999999999995	0.2	AudioTone	n/a	n/a	n/a
43.14	0.0	LogShock	n/a	n/a	n/a
43.15	9.050000000000004	RatingScale	n/a	n/a	n/a
52.31	0.0	FixationCross	n/a	n/a	n/a
54.120000000000005	0.0	FixationCross	n/a	n/a	n/a
57.31999999999999	0.5	AudioSendShock	n/a	n/a	n/a
57.31999999999999	0.5	AudioInstruction	n/a	3.6500000000000057	4.5
57.31999999999999	0.5	Audio	n/a	n/a	n/a
59.83	0.0	Map1	n/a	n/a	n/a
60.97	0.0	Button	n/a	n/a	n/a
60.97	0.0	AgentShock	n/a	n/a	n/a
61.61999999999999	1.5	WitnessShock	n/a	n/a	n/a
61.81999999999999	0.2	AudioTone	n/a	n/a	n/a
61.81999999999999	0.2	AudioTone	n/a	n/a	n/a
61.83	0.0	LogShock	n/a	n/a	n/a
61.839999999999996	8.07	RatingScale	n/a	n/a	n/a
70.01	0.0	FixationCross	n/a	n/a	n/a
71.56	0.0	FixationCross	n/a	n/a	n/a
75.37	0.5	Audio	n/a	n/a	n/a
75.37	0.5	AudioDontSendShock	n/a	n/a	n/a
75.37	0.5	AudioInstruction	n/a	3.049999999999997	3.6199999999999903
77.9	0.0	Map1	n/a	n/a	n/a
78.42	0.0	Button	n/a	n/a	n/a
78.42	0.0	AgentNoShock	n/a	n/a	n/a
78.78999999999999	1.5	WitnessNoShock	n/a	n/a	n/a
78.99	0.0	LogNoShock	n/a	n/a	n/a
78.99	0.2	AudioTone	n/a	n/a	n/a
78.99	0.2	AudioTone	n/a	n/a	n/a
79.0	8.079999999999998	RatingScale	n/a	n/a	n/a
87.2	0.0	FixationCross	n/a	n/a	n/a
89.16	0.0	FixationCross	n/a	n/a	n/a
92.36	0.5	Audio	n/a	n/a	n/a
92.36	0.5	AudioSendShock	n/a	n/a	n/a
92.36	0.5	AudioInstruction	n/a	3.5799999999999983	4.1200000000000045
94.89	0.0	Map1	n/a	n/a	n/a
95.94	0.0	AgentShock	n/a	n/a	n/a
95.74	1.5	WitnessShock	n/a	n/a	n/a
96.48	0.2	Audio	n/a	n/a	n/a
96.48	0.0	LogShock	n/a	n/a	n/a
96.48	0.2	AudioTone	n/a	n/a	n/a
96.48	0.2	AudioTone	n/a	n/a	n/a
96.49000000000001	11.059999999999988	RatingScale	n/a	n/a	n/a
107.66000000000001	0.0	FixationCross	n/a	n/a	n/a
108.76	0.0	FixationCross	n/a	n/a	n/a
111.96	0.5	AudioInstruction	n/a	3.3600000000000136	3.5900000000000034
111.96	0.5	Audio	n/a	n/a	n/a
111.96	0.5	AudioDontSendShock	n/a	n/a	n/a
114.49	0.0	Map1	n/a	n/a	n/a
115.32000000000001	0.0	Button	n/a	n/a	n/a
115.32000000000001	0.0	AgentNoShock	n/a	n/a	n/a
115.35	1.5	WitnessNoShock	n/a	n/a	n/a
115.55	0.0	LogNoShock	n/a	n/a	n/a
115.55	0.2	AudioTone	n/a	n/a	n/a
115.55	0.2	Audio	n/a	n/a	n/a
115.56	10.049999999999997	RatingScale	n/a	n/a	n/a
125.71	0.0	FixationCross	n/a	n/a	n/a
127.19000000000001	0.0	FixationCross	n/a	n/a	n/a
127.99	0.5	AudioInstruction	n/a	3.260000000000005	3.789999999999978
127.99	0.5	Audio	n/a	n/a	n/a
127.99	0.5	AudioDontSendShock	n/a	n/a	n/a
130.51999999999998	0.0	Map1	n/a	n/a	n/a
131.25	0.0	Button	n/a	n/a	n/a
131.25	0.0	AgentNoShock	n/a	n/a	n/a
131.57999999999998	1.5	WitnessNoShock	n/a	n/a	n/a
131.77999999999997	0.0	LogNoShock	n/a	n/a	n/a
131.77999999999997	0.2	Audio	n/a	n/a	n/a
131.77999999999997	0.2	AudioTone	n/a	n/a	n/a
131.78999999999996	8.050000000000011	RatingScale	n/a	n/a	n/a
139.94	0.0	FixationCross	n/a	n/a	n/a
141.57	0.0	FixationCross	n/a	n/a	n/a
143.57	0.5	AudioSendShock	n/a	n/a	n/a
143.57	0.5	Audio	n/a	n/a	n/a
143.57	0.5	AudioInstruction	n/a	3.6100000000000136	3.840000000000032
146.10000000000002	0.0	Map2	n/a	n/a	n/a
147.18	0.0	Button	n/a	n/a	n/a
147.18	0.0	AgentShock	n/a	n/a	n/a
147.21000000000004	1.5	WitnessShock	n/a	n/a	n/a
147.41000000000003	0.2	Audio	n/a	n/a	n/a
147.41000000000003	0.2	AudioTone	n/a	n/a	n/a
147.41000000000003	0.0	LogShock	n/a	n/a	n/a
147.42000000000002	9.050000000000011	RatingScale	n/a	n/a	n/a
156.57999999999998	0.0	FixationCross	n/a	n/a	n/a
158.18	0.0	FixationCross	n/a	n/a	n/a
163.77999999999997	0.5	AudioSendShock	n/a	n/a	n/a
163.77999999999997	0.5	Audio	n/a	n/a	n/a
163.77999999999997	0.5	AudioInstruction	n/a	3.4700000000000273	4.300000000000011
166.31	0.0	Map2	n/a	n/a	n/a
167.25	0.0	Button	n/a	n/a	n/a
167.25	0.0	AgentShock	n/a	n/a	n/a
167.88	1.5	WitnessShock	n/a	n/a	n/a
168.07999999999998	0.2	AudioTone	n/a	n/a	n/a
168.07999999999998	0.2	Audio	n/a	n/a	n/a
168.08999999999997	0.0	LogShock	n/a	n/a	n/a
168.09999999999997	10.050000000000011	RatingScale	n/a	n/a	n/a
178.25	0.0	FixationCross	n/a	n/a	n/a
180.12	0.0	FixationCross	n/a	n/a	n/a
182.12	0.5	AudioInstruction	n/a	4.0	4.529999999999973
182.12	0.5	AudioSendShock	n/a	n/a	n/a
182.12	0.5	Audio	n/a	n/a	n/a
184.64999999999998	0.0	Map2	n/a	n/a	n/a
186.12	0.0	AgentNoShock	n/a	n/a	n/a
185.92000000000002	1.5	WitnessNoShock	n/a	n/a	n/a
186.64999999999998	0.2	AudioTone	n/a	n/a	n/a
186.64999999999998	0.0	LogNoShock	n/a	n/a	n/a
186.64999999999998	0.2	Audio	n/a	n/a	n/a
186.64999999999998	0.2	AudioTone	n/a	n/a	n/a
186.65999999999997	8.050000000000011	RatingScale	n/a	n/a	n/a
194.81	0.0	FixationCross	n/a	n/a	n/a
195.97000000000003	0.0	FixationCross	n/a	n/a	n/a
198.57999999999998	0.5	AudioInstruction	n/a	3.5	4.330000000000041
198.57999999999998	0.5	Audio	n/a	n/a	n/a
198.57999999999998	0.5	AudioDontSendShock	n/a	n/a	n/a
201.10000000000002	0.0	Map1	n/a	n/a	n/a
202.07999999999998	0.0	Button	n/a	n/a	n/a
202.07999999999998	0.0	AgentNoShock	n/a	n/a	n/a
202.71000000000004	1.5	WitnessNoShock	n/a	n/a	n/a
202.91000000000003	0.0	LogNoShock	n/a	n/a	n/a
202.91000000000003	0.2	Audio	n/a	n/a	n/a
202.91000000000003	0.2	AudioTone	n/a	n/a	n/a
202.92000000000002	11.050000000000011	RatingScale	n/a	n/a	n/a
214.07	0.0	FixationCross	n/a	n/a	n/a
215.41000000000003	0.0	FixationCross	n/a	n/a	n/a
216.20999999999998	0.5	AudioSendShock	n/a	n/a	n/a
216.20999999999998	0.5	AudioInstruction	n/a	3.819999999999993	4.050000000000011
216.20999999999998	0.5	Audio	n/a	n/a	n/a
218.74	0.0	Map2	n/a	n/a	n/a
220.02999999999997	0.0	Button	n/a	n/a	n/a
220.02999999999997	0.0	AgentNoShock	n/a	n/a	n/a
220.06	1.5	WitnessNoShock	n/a	n/a	n/a
220.26	0.0	LogNoShock	n/a	n/a	n/a
220.26	0.2	Audio	n/a	n/a	n/a
220.26	0.2	AudioTone	n/a	n/a	n/a
220.26999999999998	8.050000000000011	RatingScale	n/a	n/a	n/a
228.43	0.0	FixationCross	n/a	n/a	n/a
229.47000000000003	0.0	FixationCross	n/a	n/a	n/a
230.27000000000004	0.5	AudioInstruction	n/a	4.269999999999982	4.7999999999999545
230.27000000000004	0.5	Audio	n/a	n/a	n/a
230.27000000000004	0.5	AudioSendShock	n/a	n/a	n/a
232.8	0.0	Map2	n/a	n/a	n/a
234.54000000000002	0.0	Button	n/a	n/a	n/a
234.54000000000002	0.0	AgentShock	n/a	n/a	n/a
234.87	1.5	WitnessShock	n/a	n/a	n/a
235.07	0.2	AudioTone	n/a	n/a	n/a
235.07	0.0	LogShock	n/a	n/a	n/a
235.07	0.2	Audio	n/a	n/a	n/a
235.07999999999998	8.050000000000011	RatingScale	n/a	n/a	n/a
243.24	0.0	FixationCross	n/a	n/a	n/a
245.23000000000002	0.0	FixationCross	n/a	n/a	n/a
252.03000000000003	0.5	AudioInstruction	n/a	3.2099999999999795	4.039999999999964
252.03000000000003	0.5	Audio	n/a	n/a	n/a
252.03000000000003	0.5	AudioDontSendShock	n/a	n/a	n/a
254.55	0.0	Map1	n/a	n/a	n/a
255.24	0.0	Button	n/a	n/a	n/a
255.24	0.0	AgentNoShock	n/a	n/a	n/a
255.87	1.5	WitnessNoShock	n/a	n/a	n/a
256.07	0.2	Audio	n/a	n/a	n/a
256.07	0.0	LogNoShock	n/a	n/a	n/a
256.07	0.2	AudioTone	n/a	n/a	n/a
256.08	11.050000000000011	RatingScale	n/a	n/a	n/a
267.23	0.0	FixationCross	n/a	n/a	n/a
269.04	0.0	FixationCross	n/a	n/a	n/a
270.44	0.5	AudioSendShock	n/a	n/a	n/a
270.44	0.5	Audio	n/a	n/a	n/a
270.44	0.5	AudioInstruction	n/a	3.240000000000009	4.080000000000041
272.96000000000004	0.0	Map2	n/a	n/a	n/a
273.68	0.0	AgentNoShock	n/a	n/a	n/a
273.48	1.5	WitnessNoShock	n/a	n/a	n/a
274.52000000000004	0.2	AudioTone	n/a	n/a	n/a
274.52000000000004	0.2	Audio	n/a	n/a	n/a
274.52000000000004	0.0	LogNoShock	n/a	n/a	n/a
274.52000000000004	0.2	AudioTone	n/a	n/a	n/a
274.53000000000003	10.039999999999964	RatingScale	n/a	n/a	n/a
284.68	0.0	FixationCross	n/a	n/a	n/a
286.48	0.0	FixationCross	n/a	n/a	n/a
292.08000000000004	0.5	AudioInstruction	n/a	3.2999999999999545	3.829999999999984
292.08000000000004	0.5	Audio	n/a	n/a	n/a
292.08000000000004	0.5	AudioSendShock	n/a	n/a	n/a
294.6	0.0	Map2	n/a	n/a	n/a
295.38	0.0	AgentNoShock	n/a	n/a	n/a
295.18	1.5	WitnessNoShock	n/a	n/a	n/a
295.91	0.2	AudioTone	n/a	n/a	n/a
295.91	0.0	LogNoShock	n/a	n/a	n/a
295.91	0.2	AudioTone	n/a	n/a	n/a
295.91	0.2	Audio	n/a	n/a	n/a
295.92	11.050000000000011	RatingScale	n/a	n/a	n/a
307.07	0.0	FixationCross	n/a	n/a	n/a
308.23	0.0	FixationCross	n/a	n/a	n/a
312.63	0.5	Audio	n/a	n/a	n/a
312.63	0.5	AudioDontSendShock	n/a	n/a	n/a
312.63	0.5	AudioInstruction	n/a	3.4500000000000455	3.680000000000007
315.16	0.0	Map2	n/a	n/a	n/a
316.08000000000004	0.0	AgentNoShock	n/a	n/a	n/a
315.88000000000005	1.5	WitnessNoShock	n/a	n/a	n/a
316.31	0.0	LogNoShock	n/a	n/a	n/a
316.31	0.2	Audio	n/a	n/a	n/a
316.31	0.2	AudioTone	n/a	n/a	n/a
316.31	0.2	AudioTone	n/a	n/a	n/a
316.32	10.050000000000011	RatingScale	n/a	n/a	n/a
326.47	0.0	FixationCross	n/a	n/a	n/a
327.86	0.0	FixationCross	n/a	n/a	n/a
328.06	0.5	AudioDontSendShock	n/a	n/a	n/a
328.06	0.5	Audio	n/a	n/a	n/a
328.06	0.5	AudioInstruction	n/a	3.2100000000000364	4.03000000000003
330.58000000000004	0.0	Map2	n/a	n/a	n/a
331.27000000000004	0.0	AgentNoShock	n/a	n/a	n/a
331.07000000000005	1.5	WitnessNoShock	n/a	n/a	n/a
332.09000000000003	0.2	Audio	n/a	n/a	n/a
332.09000000000003	0.2	AudioTone	n/a	n/a	n/a
332.09000000000003	0.2	AudioTone	n/a	n/a	n/a
332.09000000000003	0.0	LogNoShock	n/a	n/a	n/a
332.1	8.050000000000011	RatingScale	n/a	n/a	n/a
340.26	0.0	FixationCross	n/a	n/a	n/a
341.45	0.0	FixationCross	n/a	n/a	n/a
345.85	0.5	AudioInstruction	n/a	3.3600000000000136	3.8799999999999955
345.85	0.5	Audio	n/a	n/a	n/a
345.85	0.5	AudioDontSendShock	n/a	n/a	n/a
348.37	0.0	Map1	n/a	n/a	n/a
349.21000000000004	0.0	AgentNoShock	n/a	n/a	n/a
349.01000000000005	1.5	WitnessNoShock	n/a	n/a	n/a
349.73	0.2	Audio	n/a	n/a	n/a
349.73	0.0	LogNoShock	n/a	n/a	n/a
349.73	0.2	AudioTone	n/a	n/a	n/a
349.73	0.2	AudioTone	n/a	n/a	n/a
349.74	10.050000000000011	RatingScale	n/a	n/a	n/a
359.89	0.0	FixationCross	n/a	n/a	n/a
361.43	0.0	FixationCross	n/a	n/a	n/a
363.43	0.5	AudioSendShock	n/a	n/a	n/a
363.43	0.5	AudioInstruction	n/a	4.139999999999986	4.670000000000016
363.43	0.5	Audio	n/a	n/a	n/a
365.96000000000004	0.0	Map1	n/a	n/a	n/a
367.57	0.0	AgentShock	n/a	n/a	n/a
367.37	1.5	WitnessShock	n/a	n/a	n/a
368.1	0.2	AudioTone	n/a	n/a	n/a
368.1	0.2	AudioTone	n/a	n/a	n/a
368.1	0.2	Audio	n/a	n/a	n/a
368.11	0.0	LogShock	n/a	n/a	n/a
368.12	9.050000000000011	RatingScale	n/a	n/a	n/a
377.28000000000003	0.0	FixationCross	n/a	n/a	n/a
379.13	0.0	FixationCross	n/a	n/a	n/a
381.13	0.5	AudioInstruction	n/a	3.170000000000016	4.0
381.13	0.5	Audio	n/a	n/a	n/a
381.13	0.5	AudioDontSendShock	n/a	n/a	n/a
383.66	0.0	Map2	n/a	n/a	n/a
384.3	0.0	Button	n/a	n/a	n/a
384.3	0.0	AgentNoShock	n/a	n/a	n/a
384.93	1.5	WitnessNoShock	n/a	n/a	n/a
385.13	0.2	Audio	n/a	n/a	n/a
