onset	duration	trial	trial_type	event_type	response_time	value_stimulus	value_reference	response_decision	response_estimation
0.0	1.5	1	early	stimulus	n/a	75.0	n/a	n/a	n/a
5.5	0.5	1	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
6.0	0.826296700000057	1	early	dm_task	0.826296700000057	n/a	4.0	-1.0	n/a
6.826296700000057	0.75	1	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
17.5	0.5	1	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
18.0	2.159388286000201	1	early	em_task	n/a	n/a	n/a	n/a	76.4014831528127
20.1593882860002	0.75	1	early	em_task_post	n/a	n/a	n/a	n/a	n/a
28.0	1.5	2	early	stimulus	n/a	112.5	n/a	n/a	n/a
33.5	0.5	2	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
34.0	0.843015211999955	2	early	dm_task	0.843015211999955	n/a	4.0	1.0	n/a
34.843015211999955	0.75	2	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
45.5	0.5	2	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
46.0	3.2089466299999003	2	early	em_task	n/a	n/a	n/a	n/a	133.162751953217
49.2089466299999	0.75	2	early	em_task_post	n/a	n/a	n/a	n/a	n/a
56.0	1.5	3	late	stimulus	n/a	150.0	n/a	n/a	n/a
67.5	0.5	3	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
68.0	0.758578964000208	3	late	dm_task	0.758578964000208	n/a	0.0	-1.0	n/a
68.75857896400021	0.75	3	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
73.5	0.5	3	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
74.0	1.7427310130000997	3	late	em_task	n/a	n/a	n/a	n/a	154.712743614507
75.7427310130001	0.75	3	late	em_task_post	n/a	n/a	n/a	n/a	n/a
84.0	1.5	4	late	stimulus	n/a	142.5	n/a	n/a	n/a
95.5	0.5	4	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
96.0	0.924157706000187	4	late	dm_task	0.924157706000187	n/a	-4.0	1.0	n/a
96.92415770600019	0.75	4	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
101.5	0.5	4	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
102.0	2.6921039180001998	4	late	em_task	n/a	n/a	n/a	n/a	143.512279158142
