onset	duration	trial_type	response_time	stim_file	TODO -- fill in rows and add more tab-separated columns if desired
0.0	17.988	T:	n/a	n/a	n/a
17.988	12.118999999999971	RV0.0:	n/a	bday_roomrec.mp4	n/a
30.10699999999997	12.031999999999982	RV0.1:	n/a	tv_rec.mp4	n/a
42.13899999999995	11.999000000000024	RV0.2:	n/a	chess_roomrec.mp4	n/a
54.13799999999998	12.0	RV0.3:	n/a	bedroom_rec.mp4	n/a
66.13799999999998	11.997000000000014	RV0.4:	n/a	space_rec.mp4	n/a
78.13499999999999	12.0	RV0.5:	n/a	humans_roomrec.mp4	n/a
90.135	12.003999999999962	RV0.6:	n/a	texture_roomrec.mp4	n/a
102.13899999999995	11.995000000000005	RV0.7:	n/a	tools_rec.mp4	n/a
114.13399999999996	12.001000000000031	RV0.8:	n/a	empty_roomrec.mp4	n/a
126.135	11.998999999999969	RV0.9:	n/a	antiques_rec.mp4	n/a
138.13399999999996	12.004999999999995	RV0.10:	n/a	class_rec.mp4	n/a
150.13899999999995	11.996000000000038	RV0.11:	n/a	applecrate_roomrec.mp4	n/a
162.135	11.99799999999999	RV0.12:	n/a	clocks_roomrec.mp4	n/a
174.13299999999998	12.000999999999976	RV0.13:	n/a	altar_roomrec.mp4	n/a
186.134	11.999000000000024	RV0.14:	n/a	cats_roomrec.mp4	n/a
198.133	11.996999999999955	RV0.15:	n/a	ruins_roomrec.mp4	n/a
210.13	12.002000000000066	RV0.16:	n/a	paint_rec.mp4	n/a
222.132	12.000999999999976	RV0.17:	n/a	pc_rec.mp4	n/a
234.133	11.996999999999955	RV0.18:	n/a	candy_rec.mp4	n/a
246.13	12.0	RV0.19:	n/a	crystals_roomrec.mp4	n/a
258.12999999999994	12.0	RV0.20:	n/a	storage_rec.mp4	n/a
270.12999999999994	11.998000000000047	RV0.21:	n/a	island_rec.mp4	n/a
282.128	16.986999999999966	RV0.22:	n/a	firepit_roomrec.mp4	n/a
299.11499999999995	n/a	PT:	n/a	n/a	n/a
