onset	duration	event_value	event_name
84.162109375	0.1	4	run_start
92.72265625	0.1	9	fixation_on
94.3515625	0.1	2	cue_right
96.82421875	0.1	12	target_right
97.556640625	0.1	15	reaction_correct
97.83203125	0.1	10	trial_end
102.42578125	0.1	9	fixation_on
103.990234375	0.1	1	cue_left
110.634765625	0.1	11	target_left
111.0625	0.1	15	reaction_correct
111.642578125	0.1	10	trial_end
116.37109375	0.1	9	fixation_on
117.599609375	0.1	1	cue_left
133.30859375	0.1	14	reaction_wrong
137.4375	0.1	11	target_left
137.8828125	0.1	15	reaction_correct
138.447265625	0.1	10	trial_end
143.091796875	0.1	9	fixation_on
145.072265625	0.1	2	cue_right
148.90625	0.1	12	target_right
149.578125	0.1	15	reaction_correct
149.91796875	0.1	10	trial_end
154.708984375	0.1	9	fixation_on
156.158203125	0.1	1	cue_left
159.99609375	0.1	11	target_left
160.5859375	0.1	15	reaction_correct
161.001953125	0.1	10	trial_end
165.490234375	0.1	9	fixation_on
166.93359375	0.1	2	cue_right
184.33203125	0.1	12	target_right
184.740234375	0.1	15	reaction_correct
185.333984375	0.1	10	trial_end
189.486328125	0.1	9	fixation_on
191.10546875	0.1	2	cue_right
197.408203125	0.1	12	target_right
197.90625	0.1	15	reaction_correct
198.41015625	0.1	10	trial_end
202.68359375	0.1	9	fixation_on
204.474609375	0.1	2	cue_right
215.92578125	0.1	12	target_right
216.44921875	0.1	15	reaction_correct
216.93359375	0.1	10	trial_end
221.81640625	0.1	9	fixation_on
222.859375	0.1	1	cue_left
238.0390625	0.1	11	target_left
238.443359375	0.1	15	reaction_correct
239.0546875	0.1	10	trial_end
243.724609375	0.1	9	fixation_on
245.6171875	0.1	1	cue_left
265.75	0.1	11	target_left
266.091796875	0.1	15	reaction_correct
266.755859375	0.1	10	trial_end
271.705078125	0.1	9	fixation_on
273.595703125	0.1	1	cue_left
286.125	0.1	11	target_left
286.640625	0.1	15	reaction_correct
287.1328125	0.1	10	trial_end
291.97265625	0.1	9	fixation_on
293.169921875	0.1	2	cue_right
300.17578125	0.1	12	target_right
300.572265625	0.1	15	reaction_correct
301.1796875	0.1	10	trial_end
306.072265625	0.1	9	fixation_on
308.0703125	0.1	1	cue_left
323.6484375	0.1	11	target_left
324.076171875	0.1	15	reaction_correct
324.65625	0.1	10	trial_end
329.560546875	0.1	9	fixation_on
331.22265625	0.1	1	cue_left
343.314453125	0.1	11	target_left
343.6953125	0.1	15	reaction_correct
344.326171875	0.1	10	trial_end
348.708984375	0.1	9	fixation_on
350.181640625	0.1	2	cue_right
358.154296875	0.1	12	target_right
358.625	0.1	15	reaction_correct
359.158203125	0.1	10	trial_end
363.1796875	0.1	9	fixation_on
364.720703125	0.1	1	cue_left
369.267578125	0.1	11	target_left
370.279296875	0.1	10	trial_end
374.84765625	0.1	9	fixation_on
376.046875	0.1	1	cue_left
396.16796875	0.1	11	target_left
396.556640625	0.1	15	reaction_correct
397.169921875	0.1	10	trial_end
401.6328125	0.1	9	fixation_on
403.353515625	0.1	1	cue_left
406.662109375	0.1	11	target_left
407.203125	0.1	15	reaction_correct
407.67578125	0.1	10	trial_end
412.224609375	0.1	9	fixation_on
413.88671875	0.1	2	cue_right
422.98046875	0.1	12	target_right
423.41796875	0.1	15	reaction_correct
