onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.995	instruction	0	0	 0.000
 1.995	 1.995	filler	0	0	 0.000
 3.990	 0.532	fixation_cross	0	0	 0.000
 4.522	 0.799	pres	1	0	 2147483.647
 5.321	 1.529	resp	0	0	 0.000
 6.850	 0.865	jitter	0	0	 0.000
 7.715	 0.532	fixation_cross	0	0	 0.000
 8.247	 0.798	pres	1	0	 2147483.647
 9.045	 1.529	resp	0	0	 0.000
 10.574	 0.665	jitter	0	0	 0.000
 11.239	 0.532	fixation_cross	0	0	 0.000
 11.771	 0.798	pres	1	0	 2147483.647
 12.569	 1.529	resp	0	0	 0.000
 14.098	 0.732	jitter	0	0	 0.000
 14.830	 0.532	fixation_cross	0	0	 0.000
 15.362	 0.798	pres	1	0	 2147483.647
 16.160	 1.530	resp	0	0	 0.000
 17.690	 0.864	jitter	0	0	 0.000
 18.554	 0.532	fixation_cross	0	0	 0.000
 19.086	 0.798	pres	1	0	 2147483.647
 19.884	 1.530	resp	0	0	 0.000
 21.414	 1.064	jitter	0	0	 0.000
 22.478	 0.531	fixation_cross	0	0	 0.000
 23.009	 0.798	pres	1	0	 2147483.647
 23.807	 1.530	resp	0	0	 0.000
 25.337	 0.931	jitter	0	0	 0.000
 26.268	 0.532	fixation_cross	0	0	 0.000
 26.800	 0.798	pres	1	0	 2147483.647
 27.598	 1.530	resp	0	0	 0.000
 29.128	 0.731	jitter	0	0	 0.000
 29.859	 0.531	fixation_cross	0	0	 0.000
 30.390	 0.799	pres	1	0	 2147483.647
 31.189	 1.529	resp	0	0	 0.000
 32.718	 0.865	jitter	0	0	 0.000
 33.583	 0.531	fixation_cross	0	0	 0.000
 34.114	 0.799	pres	1	0	 2147483.647
 34.913	 1.529	resp	0	0	 0.000
 36.442	 0.532	jitter	0	0	 0.000
 36.974	 0.533	fixation_cross	0	0	 0.000
 37.507	 0.798	pres	1	0	 2147483.647
 38.305	 1.528	resp	0	0	 0.000
 39.833	 1.065	jitter	0	0	 0.000
 40.898	 0.531	fixation_cross	0	0	 0.000
 41.429	 0.799	pres	1	0	 2147483.647
 42.228	 1.529	resp	0	0	 0.000
 43.757	 0.665	jitter	0	0	 0.000
 44.422	 0.533	fixation_cross	0	0	 0.000
 44.955	 0.798	pres	1	0	 2147483.647
 45.753	 1.528	resp	0	0	 0.000
 47.281	 1.065	jitter	0	0	 0.000
 48.346	 0.532	fixation_cross	0	0	 0.000
 48.878	 0.798	pres	1	0	 2147483.647
 49.676	 1.529	resp	0	0	 0.000
 51.205	 0.731	jitter	0	0	 0.000
 51.936	 0.533	fixation_cross	0	0	 0.000
 52.469	 0.797	pres	1	0	 2147483.647
 53.266	 1.530	resp	0	0	 0.000
 54.796	 0.532	jitter	0	0	 0.000
 55.328	 0.532	fixation_cross	0	0	 0.000
 55.860	 0.798	pres	1	0	 2147483.647
 56.658	 1.529	resp	0	0	 0.000
 58.187	 0.932	jitter	0	0	 0.000
 59.119	 0.532	fixation_cross	0	0	 0.000
 59.651	 0.798	pres	1	0	 2147483.647
 60.449	 1.529	resp	0	0	 0.000
 61.978	 0.533	jitter	0	0	 0.000
 62.511	 0.531	fixation_cross	0	0	 0.000
 63.042	 0.799	pres	1	0	 2147483.647
 63.841	 1.529	resp	0	0	 0.000
 65.370	 0.665	jitter	0	0	 0.000
 66.035	 0.532	fixation_cross	0	0	 0.000
 66.567	 0.798	pres	1	0	 2147483.647
 67.365	 1.529	resp	0	0	 0.000
 68.894	 0.931	jitter	0	0	 0.000
 69.825	 9.975	jitter	0	0	 0.000
 79.800	 1.995	instruction	0	0	 0.000
 81.795	 1.995	filler	0	0	 0.000
 83.790	 0.532	fixation_cross	0	0	 0.000
 84.322	 0.798	pres	1	0	 2147483.647
 85.120	 1.529	resp	0	0	 0.000
 86.649	 0.931	jitter	0	0	 0.000
 87.580	 0.533	fixation_cross	0	0	 0.000
 88.113	 0.798	pres	1	0	 2147483.647
 88.911	 1.529	resp	0	0	 0.000
 90.440	 0.666	jitter	0	0	 0.000
 91.106	 0.531	fixation_cross	0	0	 0.000
 91.637	 0.798	pres	1	0	 2147483.647
 92.435	 1.530	resp	0	0	 0.000
 93.965	 0.931	jitter	0	0	 0.000
 94.896	 0.532	fixation_cross	0	0	 0.000
 95.428	 0.797	pres	1	0	 2147483.647
 96.225	 1.530	resp	0	0	 0.000
 97.755	 0.533	jitter	0	0	 0.000
 98.288	 0.531	fixation_cross	0	0	 0.000
