onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.995	instruction	0	0	 0.000
 1.995	 1.995	filler	0	0	 0.000
 3.990	 0.532	fixation_cross	0	0	 0.000
 4.522	 0.798	pres	1	0	 2147483.647
 5.320	 1.529	resp	0	0	 0.000
 6.849	 0.865	jitter	0	0	 0.000
 7.714	 0.532	fixation_cross	0	0	 0.000
 8.246	 0.798	pres	1	0	 2147483.647
 9.044	 1.529	resp	0	0	 0.000
 10.573	 0.932	jitter	0	0	 0.000
 11.505	 0.532	fixation_cross	0	0	 0.000
 12.037	 0.798	pres	1	0	 2147483.647
 12.835	 1.529	resp	0	0	 0.000
 14.364	 0.532	jitter	0	0	 0.000
 14.896	 0.532	fixation_cross	0	0	 0.000
 15.428	 0.798	pres	1	0	 2147483.647
 16.226	 1.530	resp	0	0	 0.000
 17.756	 1.064	jitter	0	0	 0.000
 18.820	 0.531	fixation_cross	0	0	 0.000
 19.351	 0.799	pres	1	0	 2147483.647
 20.150	 1.529	resp	0	0	 0.000
 21.679	 0.665	jitter	0	0	 0.000
 22.344	 0.532	fixation_cross	0	0	 0.000
 22.876	 0.798	pres	1	0	 2147483.647
 23.674	 1.529	resp	0	0	 0.000
 25.203	 0.865	jitter	0	0	 0.000
 26.068	 0.532	fixation_cross	0	0	 0.000
 26.600	 0.798	pres	1	0	 2147483.647
 27.398	 1.529	resp	0	0	 0.000
 28.927	 1.064	jitter	0	0	 0.000
 29.991	 0.532	fixation_cross	0	0	 0.000
 30.523	 0.799	pres	1	0	 2147483.647
 31.322	 1.529	resp	0	0	 0.000
 32.851	 0.532	jitter	0	0	 0.000
 33.383	 0.532	fixation_cross	0	0	 0.000
 33.915	 0.798	pres	1	0	 2147483.647
 34.713	 1.530	resp	0	0	 0.000
 36.243	 0.931	jitter	0	0	 0.000
 37.174	 0.532	fixation_cross	0	0	 0.000
 37.706	 0.798	pres	1	0	 2147483.647
 38.504	 1.529	resp	0	0	 0.000
 40.033	 0.731	jitter	0	0	 0.000
 40.764	 0.533	fixation_cross	0	0	 0.000
 41.297	 0.798	pres	1	0	 2147483.647
 42.095	 1.529	resp	0	0	 0.000
 43.624	 1.064	jitter	0	0	 0.000
 44.688	 0.532	fixation_cross	0	0	 0.000
 45.220	 0.798	pres	1	0	 2147483.647
 46.018	 1.530	resp	0	0	 0.000
 47.548	 0.531	jitter	0	0	 0.000
 48.079	 0.533	fixation_cross	0	0	 0.000
 48.612	 0.798	pres	1	0	 2147483.647
 49.410	 1.529	resp	0	0	 0.000
 50.939	 0.731	jitter	0	0	 0.000
 51.670	 0.533	fixation_cross	0	0	 0.000
 52.203	 0.798	pres	1	0	 2147483.647
 53.001	 1.529	resp	0	0	 0.000
 54.530	 0.931	jitter	0	0	 0.000
 55.461	 0.532	fixation_cross	0	0	 0.000
 55.993	 0.798	pres	1	0	 2147483.647
 56.791	 1.529	resp	0	0	 0.000
 58.320	 0.666	jitter	0	0	 0.000
 58.986	 0.532	fixation_cross	0	0	 0.000
 59.518	 0.798	pres	1	0	 2147483.647
 60.316	 1.529	resp	0	0	 0.000
 61.845	 0.665	jitter	0	0	 0.000
 62.510	 0.532	fixation_cross	0	0	 0.000
 63.042	 0.798	pres	1	0	 2147483.647
 63.840	 1.530	resp	0	0	 0.000
 65.370	 0.864	jitter	0	0	 0.000
 66.234	 0.532	fixation_cross	0	0	 0.000
 66.766	 0.798	pres	1	0	 2147483.647
 67.564	 1.530	resp	0	0	 0.000
 69.094	 0.731	jitter	0	0	 0.000
 69.825	 9.975	jitter	0	0	 0.000
 79.800	 1.995	instruction	0	0	 0.000
 81.795	 1.995	filler	0	0	 0.000
 83.790	 0.532	fixation_cross	0	0	 0.000
 84.322	 0.798	pres	1	0	 2147483.647
 85.120	 1.529	resp	0	0	 0.000
 86.649	 0.865	jitter	0	0	 0.000
 87.514	 0.531	fixation_cross	0	0	 0.000
 88.045	 0.799	pres	1	0	 2147483.647
 88.844	 1.529	resp	0	0	 0.000
 90.373	 0.533	jitter	0	0	 0.000
 90.906	 0.532	fixation_cross	0	0	 0.000
 91.438	 0.797	pres	1	0	 2147483.647
 92.235	 1.530	resp	0	0	 0.000
 93.765	 0.732	jitter	0	0	 0.000
 94.497	 0.531	fixation_cross	0	0	 0.000
 95.028	 0.798	pres	1	0	 2147483.647
 95.826	 1.529	resp	0	0	 0.000
 97.355	 0.666	jitter	0	0	 0.000
 98.021	 0.532	fixation_cross	0	0	 0.000
