onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
20	1.0	5.0	1	stim_5.png
26	1.0	3.0	1	stim_3.png
32	1.0	5.0	0	stim_5.png
38	1.0	2.0	1	stim_2.png
46	1.0	5.0	1	stim_5.png
54	1.0	5.0	1	stim_5.png
66	1.0	2.0	1	stim_2.png
72	1.0	2.0	1	stim_2.png
78	1.0	5.0	1	stim_5.png
86	1.0	4.0	1	stim_4.png
92	1.0	4.0	1	stim_4.png
108	1.0	3.0	1	stim_3.png
122	1.0	5.0	1	stim_5.png
130	1.0	3.0	1	stim_3.png
140	1.0	2.0	1	stim_2.png
158	1.0	4.0	1	stim_4.png
170	1.0	2.0	0	stim_2.png
184	1.0	4.0	0	stim_4.png
190	1.0	2.0	1	stim_2.png
202	1.0	5.0	1	stim_5.png
210	1.0	5.0	0	stim_5.png
216	1.0	3.0	1	stim_3.png
224	1.0	3.0	1	stim_3.png
232	1.0	4.0	1	stim_4.png
238	1.0	2.0	1	stim_2.png
254	1.0	2.0	1	stim_2.png
270	1.0	2.0	1	stim_2.png
288	1.0	5.0	0	stim_5.png
294	1.0	4.0	1	stim_4.png
308	1.0	5.0	1	stim_5.png
316	1.0	3.0	1	stim_3.png
326	1.0	3.0	1	stim_3.png
334	1.0	4.0	1	stim_4.png
340	1.0	3.0	1	stim_3.png
348	1.0	4.0	1	stim_4.png
358	1.0	4.0	1	stim_4.png
364	1.0	4.0	0	stim_4.png
378	1.0	5.0	1	stim_5.png
386	1.0	4.0	0	stim_4.png
392	1.0	3.0	1	stim_3.png
398	1.0	3.0	1	stim_3.png
416	1.0	2.0	1	stim_2.png
422	1.0	3.0	1	stim_3.png
430	1.0	4.0	1	stim_4.png
440	1.0	2.0	1	stim_2.png
452	1.0	2.0	1	stim_2.png
458	1.0	5.0	1	stim_5.png
