onset	duration	sub_id	trial_type	vigtext	cond_id	vig_id
8.431331400066938	7.888967799950024	sub-02	heroism	You see a group of people standing by as two men are fighting on the street.	heroism04	139
19.20216340001707	7.907670500050017	sub-02	loyalty	You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold.	loyalty15	89
29.990308600016988	7.9087147000200275	sub-02	fairness	You see a politician using federal tax dollars to build an extension on his home.	fairness15	59
40.78132440004697	7.907050099980097	sub-02	group	You see a community leader embezzling funds meant for community protection and development.	group05	135
50.13737770001694	7.908415800020066	sub-02	loyalty	You see an employee joking with competitors about how bad his company did last year.	loyalty01	75
59.49460020003698	7.910147900000084	sub-02	family	You see a father abusing his daughter using violence to control and intimidate her.	family01	126
71.73279150005692	7.908043499970063	sub-02	fairness	You see a soccer player pretending to be seriously fouled by an opposing player.	fairness04	48
81.09006230003706	7.909138999999868	sub-02	authority	You see a teenage girl coming home late and ignoring her parents' strict curfew.	authority05	4
93.32793750002702	7.909142600030009	sub-02	social_norms	You see a man walking down a dark hallway while still wearing his sunglasses.	social_norms10	114
104.11752010003693	7.908859800020082	sub-02	deference	You see a student storming out of the class after yelling at the teacher.	deference03	123
116.355368200057	7.909180999959972	sub-02	property	You see a thief stealing a bicycle that is parked outside a store.	property04	144
125.713588100047	7.90735820000009	sub-02	deference	You see a member of a religious community talking back to the priest during a sermon.	deference01	121
137.95094310003697	7.909223900000143	sub-02	property	You see a student taking a laptop out of another student’s bag.	property05	145
150.19247160002692	7.905487000009998	sub-02	sanctity	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	sanctity08	97
159.54667360004692	7.908841700000039	sub-02	sanctity	You see a woman having intimate relations with a recently deceased loved one.	sanctity07	96
168.90461940004707	7.9089534999800435	sub-02	fairness	You see a student copying a classmate's answer sheet on a makeup final exam.	fairness01	45
179.69333910005707	7.908048500009954	sub-02	authority	You see an employee trying to undermine all of her boss' ideas in front of others.	authority07	6
189.0507173000369	7.909297299980153	sub-02	care_physical	You see a boy setting a series of traps to kill stray cats in his neighborhood.	care_physical08	37
199.84383970004703	7.905684199999996	sub-02	loyalty	You see an American telling foreigners that the US is an evil force in the world.	loyalty12	86
212.08006530005696	7.907404900000074	sub-02	social_norms	You see someone reading the ending of a spy novel before reading the beginning.	social_norms13	117
224.3164778000271	7.908861700040006	sub-02	group	You see a business manager creating animosity between different teams by using downward comparison.	group01	131
233.6737726000169	7.90800779999995	sub-02	heroism	You see a soldier deserting their unit in the midst of a dangerous mission.	heroism01	136
244.46590190002712	7.9063128000098	sub-02	reciprocity	You see a friend refusing to respond to another friend’s call to avoid paying back money.	reciprocity04	149
255.25253490003703	7.908315600009928	sub-02	care_physical	You see a zoo trainer jabbing a dolphin to get it to entertain the customers.	care_physical04	33
