onset	duration	condition_name	trial_type	stim_name	one_back	train_test	subj_resp	imagert	imagery_scene	imagery_pos
2.099999619531445e-06	12.0015685999997	0	0	Fix	0	0	0	0	0	0
12.001568799999404	2.0015283000002455	236138	2	A red double decker bus traveling in the city	0	1	0	0	0	0
14.999946699999782	2.001971400000002	539079	2	A man riding skis down a snow covered slope	0	1	0	0	0	0
17.999615299999277	2.0016713999993954	567627	1	images\train2017\000000567627.jpg	0	2	0	0	0	0
21.001020400000016	2.0016167000003406	517069	1	images\val2017\000000517069.jpg	0	1	0	0	0	0
24.00033919999987	2.001543899999888	423618	1	images\train2017\000000423618.jpg	0	2	0	0	0	0
27.000224599999456	2.0015008000000307	370890	1	images\train2017\000000370890.jpg	0	1	0	0	0	0
30.000411099999837	2.0015323999996326	473299	1	images\train2017\000000473299.jpg	0	1	0	0	0	0
33.000043999999434	2.0015674000005674	248132	2	A white refrigerator and stove in a kitchen	0	1	0	0	0	0
35.999968799999806	2.001538399999845	221313	2	A black and white duck swims in the water	0	2	0	0	0	0
39.000336699999934	2.0015565000003335	457249	1	images\train2017\000000457249.jpg	0	2	0	0	0	0
42.000090999999884	2.001609300000382	0	0	Fix	0	0	0	0	0	0
45.00037169999996	2.0015418000002683	55413	1	images\train2017\000000055413.jpg	0	2	0	0	0	0
47.99988869999925	2.001561199999742	483677	2	A tennis player hitting a ball in a court	0	1	0	0	0	0
51.00047969999923	2.0014381000000867	483677	1	images\train2017\000000483677.jpg	2	0	1	0	0	0
54.000001899999916	2.0016217000002143	465613	2	A boy in a car on a laptop	0	1	0	0	0	0
57.00034830000004	2.0015479000003324	186308	1	images\train2017\000000186308.jpg	0	2	0	0	0	0
59.999959599999784	2.0015987000006135	53580	2	an image of a guy riding the bus	0	2	0	0	0	0
63.00033209999947	2.001437700000679	222056	1	images\train2017\000000222056.jpg	0	1	0	0	0	0
66.00054869999985	2.0015004999995654	222056	1	images\train2017\000000222056.jpg	1	0	1	0	0	0
69.0000700999999	2.001743100000567	398579	2	A bedroom with a desk and bins of clothes	0	1	0	0	0	0
72.00024819999999	2.001505599999291	252459	1	images\train2017\000000252459.jpg	0	1	0	0	0	0
74.99997369999983	2.0015769000001455	466514	2	A calf and a dog are running in a field	0	2	0	0	0	0
78.00007829999959	2.001527399999759	0	0	Fix	0	0	0	0	0	0
81.00044720000005	2.001439599999685	165874	1	images\train2017\000000165874.jpg	0	2	0	0	0	0
84.00043039999946	2.0016489999998157	441777	1	images\train2017\000000441777.jpg	0	1	0	0	0	0
86.99995649999983	2.0016961000001174	573778	2	The giraffe is laying down on the grass	0	1	0	0	0	0
90.00015910000002	2.001526800000647	494571	1	images\train2017\000000494571.jpg	0	1	0	0	0	0
92.99997519999943	2.001687299999503	494571	2	there is a red bus that is parked outside	2	0	0	0	0	0
96.00019040000006	2.0014803000003667	41251	1	images\train2017\000000041251.jpg	0	1	0	0	0	0
99.00010179999936	2.001486600000135	402331	2	Two sinks sit side by side in a bathroom	0	1	0	0	0	0
101.99999929999922	2.0014143000007607	402331	2	Two sinks sit side by side in a bathroom	1	0	1	0	0	0
105.00009839999984	2.0016490999996677	169322	2	a close up of a plate of food on a table	0	1	0	0	0	0
108.0001414999997	2.0014625000003434	101070	1	images\train2017\000000101070.jpg	0	1	0	0	0	0
111.00021709999965	2.0016306000006807	163240	2	A train coming up the tracks through trees	0	2	0	0	0	0
113.99994269999934	2.0015864999995756	186308	2	A jumbo jet lifting off the runway at takeoff	0	2	0	0	0	0
116.99994960000004	2.001533300000119	511157	2	Large white and blue air plane taking off	0	1	1	0	0	0
120.00039259999994	2.0015167999999903	357169	1	images\train2017\000000357169.jpg	0	1	0	0	0	0
122.99994779999997	2.0015987000006135	0	0	Fix	0	0	0	0	0	0
126.00000089999958	2.001449700000194	302428	2	A person surfing in a very big wave	0	1	0	0	0	0
129.00057039999956	2.0015508000005866	479729	1	images\train2017\000000479729.jpg	0	1	0	0	0	0
132.00007149999965	2.0015676000002713	255714	2	A double decker bus is in the street	0	2	0	0	0	0
135.00003729999935	2.0016545999997106	217726	2	A close up picture of a black and brown horse	0	1	0	0	0	0
138.0004057999995	2.001455600000554	167642	1	images\train2017\000000167642.jpg	0	1	0	0	0	0
141.00009409999984	2.001545800000713	66499	2	An umbrella with a cat sitting underneath it	0	1	0	0	0	0
144.00002700000005	2.001556100000016	219064	2	A standard oven is pictured in this image	0	1	0	0	0	0
147.0000801999995	2.001563700000588	195406	2	The teddy bear has a big bright red bow	0	2	0	0	0	0
149.99994590000006	2.00155470000027	0	0	Fix	0	0	0	0	0	0
153.0003889999998	2.001606599999832	166474	1	images\train2017\000000166474.jpg	0	1	0	0	0	0
156.00023639999927	2.001477199999499	506808	1	images\train2017\000000506808.jpg	0	1	0	0	0	0
158.9999914	2.0014714999997523	109290	2	a kid holding a phone sitting at the table	0	1	0	0	0	0
162.0001747999995	2.001512200000434	169068	2	A large airplane high up in the sky	0	1	0	0	0	0
165.00043089999963	2.0016111000004457	130017	1	images\train2017\000000130017.jpg	0	1	0	0	0	0
167.99989449999975	2.0015350999992734	279780	2	A sink and facet surrounded by three mirrors	0	1	0	0	0	0
171.0001943999996	2.001532899999802	546074	2	A hefty red truck on a rural street	0	2	0	0	0	0
174.0001242999997	2.0016122999995787	557376	2	tree is a baby boy that is brushing her teeth	0	1	0	0	0	0
177.0003501000001	2.001541399999951	3862	1	images\train2017\000000003862.jpg	0	2	0	0	0	0
180.00041469999996	2.0014508000003843	265059	1	images\train2017\000000265059.jpg	0	1	0	0	0	0
183.00053709999975	2.001615700000002	279331	1	images\train2017\000000279331.jpg	0	2	0	0	0	0
185.99996310000006	2.0014348000004247	132529	2	Children wait at the table for their meal	0	1	0	0	0	0
189.00015729999996	2.001487200000156	0	0	Fix	0	0	0	0	0	0
192.0001027999997	2.0014745999997103	281019	2	a room showing a toilet and a sink	0	1	0	0	0	0
195.00042339999982	2.0015428999995493	376719	1	images\train2017\000000376719.jpg	0	1	0	0	0	0
198.0003084	2.0014758999996047	133449	1	images\train2017\000000133449.jpg	0	2	0	0	0	0
201.0002317999997	2.0015031000002637	263229	2	A man rests in a beach chair with his laptop	0	1	0	0	0	0
203.9999487999994	2.001467899999625	498649	2	a bunch of doughnuts that are in a tray	0	1	0	0	0	0
207.00057299999935	2.001634500000364	499733	2	A man is standing with a black umbrella	0	2	0	0	0	0
210.00028079999993	2.001533300000119	7201	1	images\train2017\000000007201.jpg	0	1	0	0	0	0
213.00007879999976	2.001582800000506	0	0	Fix	0	0	0	0	0	0
216.00028239999938	2.0015760000005685	492694	1	images\train2017\000000492694.jpg	0	1	0	0	0	0
219.0000540000001	2.0014954999996917	186109	2	A group of men playing  game of soccer	0	1	0	0	0	0
222.00007559999995	2.0015159000004132	327131	2	A man on a skateboard doing a trick	0	1	0	0	0	0
225.00045079999927	2.001578100000188	181996	1	images\train2017\000000181996.jpg	0	1	0	0	0	0
228.0001300999993	2.001532999999654	109502	2	A group of kids skateboarding at a skate park	0	1	0	0	0	0
231.00008159999925	2.0014426000007006	109502	2	A group of kids skateboarding at a skate park	1	0	1	0	0	0
234.00070819999928	2.0014008999996804	194194	1	images\train2017\000000194194.jpg	0	1	0	0	0	0
237.00035069999922	2.001610299999811	55413	1	images\train2017\000000055413.jpg	0	2	0	0	0	0
240.0003729	2.001502999999502	182179	1	images\train2017\000000182179.jpg	0	1	0	0	0	0
243.00011689999974	2.001560800000334	180389	2	A small young girl holds an opened umbrella	0	2	0	0	0	0
246.00020889999996	2.0015464999996766	499733	1	images\train2017\000000499733.jpg	0	2	0	0	0	0
249.0001911999998	2.0014914000003046	484915	2	A pizza that is sitting on a paper plate	0	1	0	0	0	0
252.00045239999963	2.001410899999428	442125	1	images\train2017\000000442125.jpg	0	1	0	0	0	0
255.0001072999994	2.001612600000044	183210	2	A herd of sheep are in a grassy area	0	2	0	0	0	0
258.00034759999926	2.0015081000001373	308701	1	images\train2017\000000308701.jpg	0	1	0	0	0	0
261.00048100000004	2.001536699999633	6847	1	images\train2017\000000006847.jpg	0	1	0	0	0	0
263.9999205999993	2.001513599999271	280260	2	A large lamb stands next to a baby lamb	0	1	0	0	0	0
267.00057019999986	2.0016740999999456	280260	1	images\train2017\000000280260.jpg	2	0	1	0	0	0
270.0003050999994	2.0016098000005513	229893	1	images\train2017\000000229893.jpg	0	1	0	0	0	0
273.00038049999966	2.001600999999937	547817	1	images\train2017\000000547817.jpg	0	1	0	0	0	0
275.9999051999994	2.0016128999996	474069	2	A horse drawn wagon in a town square	0	1	0	0	0	0
279.0003336999998	2.0014931999994587	16764	1	images\train2017\000000016764.jpg	0	2	0	0	0	0
282.00053189999926	2.001649899999393	160393	1	images\train2017\000000160393.jpg	0	1	0	0	0	0
284.9999222999995	2.001537800000733	534975	2	A woman and a kid are petting a cow	0	2	0	0	0	0
288.0000775999997	2.001549000000523	0	0	ImgInst	0	0	0	0	0	0
290.0016267000001	1.0062195999998949	0	0	Fix	0	0	0	0	0	0
291.0078518	10.001458300000195	0	0	Img	0	0	0	1	2	2
301.00931559999935	2.99223929999971	0	0	Fix	0	0	0	0	0	0
304.0015604	15.99844320000011	0	0	Fix	0	0	0	0	0	0
