onset	duration	condition_name	trial_type	stim_name	one_back	train_test	subj_resp	imagert	imagery_scene	imagery_pos
2.809999932651408e-05	12.00157709999985	0	0	Fix	0	0	0	0	0	0
12.001576799999384	2.00160809999943	466514	2	A calf and a dog are running in a field	0	2	0	0	0	0
15.00004479999916	2.0016482999999425	8836	1	images\train2017\000000008836.jpg	0	1	0	0	0	0
18.000226299998758	2.0014946999999665	92648	1	images\train2017\000000092648.jpg	0	1	0	0	0	0
20.999987999999576	2.001566400000229	190929	2	A mother sheep and baby sheep are in a field	0	1	0	0	0	0
24.000189999998838	2.0016854999994393	380011	2	Two horses standing near a fence in the snow	0	2	0	0	0	0
27.000229899998885	2.0017872999997053	55413	1	images\train2017\000000055413.jpg	0	2	0	0	0	0
29.99981619999926	2.0015335000007326	118563	2	A woman holding a dog over a bowl of food	0	1	0	0	0	0
33.00002739999945	2.0014760000012757	118563	2	A woman holding a dog over a bowl of food	1	0	1	0	0	0
36.00052189999951	2.001562900000863	43966	1	images\train2017\000000043966.jpg	0	2	0	0	0	0
39.000196199998754	2.001558300000397	479395	2	A red fire hydrant is deep in the snow	0	1	0	0	0	0
42.000074999999924	2.0016121999997267	38241	2	a little blue truck parked by a metal pole	0	1	0	0	0	0
44.99997959999928	2.0015112000000954	0	0	Fix	0	0	0	0	0	0
48.0000203999989	2.0016154000004462	305993	2	A man and a woman posing with a frisbee	0	1	0	0	0	0
51.000197899998966	2.0015238000014506	431756	1	images\train2017\000000431756.jpg	0	1	0	0	0	0
54.00003989999823	2.0014269999992393	363508	2	A giraffe standing in front of a tree	0	1	0	0	0	0
57.00056069999846	2.0016774000014266	403652	1	images\train2017\000000403652.jpg	0	1	0	0	0	0
59.99975149999955	2.0014690999996674	417376	2	A guy wearing a hat is flying a kite	0	1	0	0	0	0
63.00058759999956	2.001576299999215	109568	1	images\train2017\000000109568.jpg	0	1	0	0	0	0
66.00041679999958	2.0015339000001404	205274	1	images\train2017\000000205274.jpg	0	1	0	0	0	0
69.00047269999959	2.0016620000005787	205274	1	images\train2017\000000205274.jpg	1	0	1	0	0	0
72.0000205999986	2.0015997999998945	567627	2	A black cat sniffing a glass of wine	0	2	0	0	0	0
74.99995409999974	2.0015180999998847	63881	2	A young boy playing soccer on a dirt field	0	2	0	0	0	0
