onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.06460000000000576	0.0	+	1	noun	phrase	4	1	nomatch	yves	-1	1	p	0.66055
0.5477000000000061	0.2	swpnl	1	noun	phrase	4	2	nomatch	yves	-1	1	p	0.66055
0.7476000000000056	0.0	+	1	noun	phrase	4	3	nomatch	yves	-1	1	p	0.66055
1.1475000000000009	0.2	avec	1	noun	phrase	4	4	nomatch	yves	-1	1	p	0.66055
1.3474000000000004	0.0	+	1	noun	phrase	4	5	nomatch	yves	-1	1	p	0.66055
1.7472000000000065	0.2	leur	1	noun	phrase	4	6	nomatch	yves	-1	1	p	0.66055
1.947100000000006	0.0	+	1	noun	phrase	4	7	nomatch	yves	-1	1	p	0.66055
2.346900000000005	0.2	grand	1	noun	phrase	4	8	nomatch	yves	-1	1	p	0.66055
2.5468000000000046	0.0	+	1	noun	phrase	4	9	nomatch	yves	-1	1	p	0.66055
2.9467	0.2	sablier	1	noun	phrase	4	10	nomatch	yves	-1	1	p	0.66055
3.1466000000000065	0.0	+	1	noun	phrase	4	11	nomatch	yves	-1	1	p	0.66055
3.5464000000000055	0.0	+	1	noun	phrase	4	12	nomatch	yves	-1	1	p	0.66055
5.545500000000004	0.0	YVES	1	noun	phrase	4	13	nomatch	yves	-1	1	p	0.66055
6.261800000000001	0.0	+	1	noun	phrase	4	14	nomatch	yves	-1	1	p	0.66055
6.2061000000000135	0.0	[response]	1	noun	phrase	4	15	nomatch	yves	-1	1	p	0.66055
7.944400000000002	0.0	+	2	noun	phrase	3	1	match	son	3	1	y	0.59318
8.494200000000006	0.2	zhx	2	noun	phrase	3	2	match	son	3	1	y	0.59318
8.694100000000006	0.0	+	2	noun	phrase	3	3	match	son	3	1	y	0.59318
9.093900000000005	0.2	rflt	2	noun	phrase	3	4	match	son	3	1	y	0.59318
9.293800000000005	0.0	+	2	noun	phrase	3	5	match	son	3	1	y	0.59318
9.693600000000004	0.2	son	2	noun	phrase	3	6	match	son	3	1	y	0.59318
9.893500000000003	0.0	+	2	noun	phrase	3	7	match	son	3	1	y	0.59318
10.293400000000005	0.2	petit	2	noun	phrase	3	8	match	son	3	1	y	0.59318
10.493300000000005	0.0	+	2	noun	phrase	3	9	match	son	3	1	y	0.59318
10.893100000000004	0.2	voilier	2	noun	phrase	3	10	match	son	3	1	y	0.59318
11.093000000000004	0.0	+	2	noun	phrase	3	11	match	son	3	1	y	0.59318
11.492800000000003	0.0	+	2	noun	phrase	3	12	match	son	3	1	y	0.59318
13.492000000000004	0.0	SON	2	noun	phrase	3	13	match	son	3	1	y	0.59318
14.141599999999997	0.0	+	2	noun	phrase	3	14	match	son	3	1	y	0.59318
14.085099999999997	0.0	[response]	2	noun	phrase	3	15	match	son	3	1	y	0.59318
15.890900000000002	0.0	+	3	noun	phrase	1	1	match	tablier	5	1	y	0.56003
16.440600000000003	0.2	mdcnbq	3	noun	phrase	1	2	match	tablier	5	1	y	0.56003
16.640500000000003	0.0	+	3	noun	phrase	1	3	match	tablier	5	1	y	0.56003
17.040400000000005	0.2	pkq	3	noun	phrase	1	4	match	tablier	5	1	y	0.56003
17.240300000000005	0.0	+	3	noun	phrase	1	5	match	tablier	5	1	y	0.56003
17.640100000000004	0.2	fpmt	3	noun	phrase	1	6	match	tablier	5	1	y	0.56003
17.840000000000003	0.0	+	3	noun	phrase	1	7	match	tablier	5	1	y	0.56003
18.239800000000002	0.2	fpjc	3	noun	phrase	1	8	match	tablier	5	1	y	0.56003
18.439700000000002	0.0	+	3	noun	phrase	1	9	match	tablier	5	1	y	0.56003
18.839600000000004	0.2	tablier	3	noun	phrase	1	10	match	tablier	5	1	y	0.56003
19.039500000000004	0.0	+	3	noun	phrase	1	11	match	tablier	5	1	y	0.56003
19.439300000000003	0.0	+	3	noun	phrase	1	12	match	tablier	5	1	y	0.56003
21.4384	0.0	TABLIER	3	noun	phrase	1	13	match	tablier	5	1	y	0.56003
22.0548	0.0	+	3	noun	phrase	1	14	match	tablier	5	1	y	0.56003
21.998400000000004	0.0	[response]	3	noun	phrase	1	15	match	tablier	5	1	y	0.56003
23.8373	0.0	+	4	verb	phrase	2	1	nomatch	peut	-1	1	p	0.71875
24.387100000000004	0.2	sbzc	4	verb	phrase	2	2	nomatch	peut	-1	1	p	0.71875
24.587000000000003	0.0	+	4	verb	phrase	2	3	nomatch	peut	-1	1	p	0.71875
24.986800000000002	0.2	gjnb	4	verb	phrase	2	4	nomatch	peut	-1	1	p	0.71875
25.186700000000002	0.0	+	4	verb	phrase	2	5	nomatch	peut	-1	1	p	0.71875
25.5865	0.2	mvbw	4	verb	phrase	2	6	nomatch	peut	-1	1	p	0.71875
25.786500000000004	0.0	+	4	verb	phrase	2	7	nomatch	peut	-1	1	p	0.71875
26.186300000000003	0.2	moins	4	verb	phrase	2	8	nomatch	peut	-1	1	p	0.71875
26.386200000000002	0.0	+	4	verb	phrase	2	9	nomatch	peut	-1	1	p	0.71875
26.786	0.2	jongler	4	verb	phrase	2	10	nomatch	peut	-1	1	p	0.71875
26.9859	0.0	+	4	verb	phrase	2	11	nomatch	peut	-1	1	p	0.71875
27.385800000000003	0.0	+	4	verb	phrase	2	12	nomatch	peut	-1	1	p	0.71875
29.384900000000002	0.0	PEUT	4	verb	phrase	2	13	nomatch	peut	-1	1	p	0.71875
30.1678	0.0	+	4	verb	phrase	2	14	nomatch	peut	-1	1	p	0.71875
30.1036	0.0	[response]	4	verb	phrase	2	15	nomatch	peut	-1	1	p	0.71875
31.7838	0.0	+	5	noun	phrase	1	1	match	panier	5	1	y	0.46753
32.3338	0.2	hrjg	5	noun	phrase	1	2	match	panier	5	1	y	0.46753
32.5501	0.0	+	5	noun	phrase	1	3	match	panier	5	1	y	0.46753
32.9499	0.2	rflt	5	noun	phrase	1	4	match	panier	5	1	y	0.46753
33.1498	0.0	+	5	noun	phrase	1	5	match	panier	5	1	y	0.46753
33.5497	0.2	fpmt	5	noun	phrase	1	6	match	panier	5	1	y	0.46753
33.7496	0.0	+	5	noun	phrase	1	7	match	panier	5	1	y	0.46753
34.1494	0.2	jcfb	5	noun	phrase	1	8	match	panier	5	1	y	0.46753
34.3493	0.0	+	5	noun	phrase	1	9	match	panier	5	1	y	0.46753
34.7491	0.2	panier	5	noun	phrase	1	10	match	panier	5	1	y	0.46753
34.949	0.0	+	5	noun	phrase	1	11	match	panier	5	1	y	0.46753
35.3489	0.0	+	5	noun	phrase	1	12	match	panier	5	1	y	0.46753
37.348	0.0	PANIER	5	noun	phrase	1	13	match	panier	5	1	y	0.46753
37.8811	0.0	+	5	noun	phrase	1	14	match	panier	5	1	y	0.46753
37.8155	0.0	[response]	5	noun	phrase	1	15	match	panier	5	1	y	0.46753
