onset	duration	sample	type	value
0	10	1	trial	n/a
10	10	12001	trial	n/a
20	10	24001	trial	n/a
30	10	36001	trial	n/a
40	10	48001	trial	n/a
50	10	60001	trial	n/a
60	10	72001	trial	n/a
70	10	84001	trial	n/a
80	10	96001	trial	n/a
90	10	108001	trial	n/a
100	10	120001	trial	n/a
110	10	132001	trial	n/a
120	10	144001	trial	n/a
130	10	156001	trial	n/a
140	10	168001	trial	n/a
150	10	180001	trial	n/a
160	10	192001	trial	n/a
170	10	204001	trial	n/a
180	10	216001	trial	n/a
190	10	228001	trial	n/a
200	10	240001	trial	n/a
210	10	252001	trial	n/a
220	10	264001	trial	n/a
230	10	276001	trial	n/a
240	10	288001	trial	n/a
250	10	300001	trial	n/a
260	10	312001	trial	n/a
270	10	324001	trial	n/a
280	10	336001	trial	n/a
290	10	348001	trial	n/a
300	10	360001	trial	n/a
310	10	372001	trial	n/a
320	10	384001	trial	n/a
330	10	396001	trial	n/a
340	10	408001	trial	n/a
350	10	420001	trial	n/a
360	10	432001	trial	n/a
370	10	444001	trial	n/a
380	10	456001	trial	n/a
390	10	468001	trial	n/a
400	10	480001	trial	n/a
410	10	492001	trial	n/a
420	10	504001	trial	n/a
430	10	516001	trial	n/a
440	10	528001	trial	n/a
450	10	540001	trial	n/a
460	10	552001	trial	n/a
470	10	564001	trial	n/a
480	10	576001	trial	n/a
490	10	588001	trial	n/a
500	10	600001	trial	n/a
510	10	612001	trial	n/a
520	10	624001	trial	n/a
530	10	636001	trial	n/a
540	10	648001	trial	n/a
550	10	660001	trial	n/a
560	10	672001	trial	n/a
570	10	684001	trial	n/a
580	10	696001	trial	n/a
590	10	708001	trial	n/a
