onset	duration	trial_type	trial_name	prime_stim	targ_stim	response_time	resp	cresp	acc
1.511	4.799	3	UnrN	T3_able.bmp	T1_party.bmp	1233	8	8	1
6.31	5.3	6	PercN	_F3_e6.bmp	_F2_s6.bmp	1098	8	8	1
11.61	4.799	2	LowY	T3_seafood.bmp	T2_shrimp.bmp	1166	7	7	1
16.409	4.8	6	PercN	_F3_d6.bmp	_F0_o6.bmp	1143	8	8	1
21.209	5.799	5	PercY	_F3_f6.bmp	_F0_f6.bmp	896	7	7	1
27.008	5.299	6	PercN	_F3_e4.bmp	_F0_s4.bmp	1112	8	8	1
32.307	5.799	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	941	8	8	1
38.106	5.3	2	LowY	T3_throw.bmp	T1_catch.bmp	1182	7	7	1
43.406	5.799	2	LowY	T3_save.bmp	T0_keep.bmp	1954	7	7	1
49.205	4.799	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1603	7	7	1
54.004	5.783	3	UnrN	T3_jewel.bmp	T0_moan.bmp	1196	8	8	1
59.787	4.799	1	HighY	T3_washer.bmp	T1_dryer.bmp	1133	7	7	1
64.586	4.8	1	HighY	T3_sock.bmp	T0_shoe.bmp	1238	7	7	1
69.386	5.799	1	HighY	T3_touch.bmp	T2_feel.bmp	1007	7	7	1
75.185	5.299	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1031	7	7	1
80.484	4.8	2	LowY	T3_glue.bmp	T2_sticky.bmp	996	7	7	1
85.284	5.799	1	HighY	T3_yell.bmp	T0_scream.bmp	1109	7	7	1
91.083	5.299	2	LowY	T3_temper.bmp	T0_tantrum.bmp	1197	7	7	1
96.382	5.816	2	LowY	T3_cheese.bmp	T2_cracker.bmp	1082	7	7	1
102.198	5.299	3	UnrN	T3_rubber.bmp	T2_straw.bmp	3202	7	8	0
107.497	5.8	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1655	7	7	1
113.297	4.799	5	PercY	_F3_o6.bmp	_F1_o6.bmp	1015	7	7	1
118.096	5.299	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1256	7	7	1
123.395	5.3	1	HighY	T3_winner.bmp	T1_loser.bmp	1093	7	7	1
128.695	4.799	1	HighY	T3_start.bmp	T2_finish.bmp	769	7	7	1
133.494	4.799	2	LowY	T3_children.bmp	T2_kids.bmp	994	7	7	1
138.293	5.3	1	HighY	T3_question.bmp	T0_answer.bmp	699	7	7	1
143.593	4.799	3	UnrN	T3_stream.bmp	T0_rear.bmp	1119	8	8	1
148.392	4.799	7	FixY	Gen/_Fix_Green.bmp	Gen/_Fix_Green.bmp	1104	7	7	1
153.191	5.3	3	UnrN	T3_hearing.bmp	T0_bottle.bmp	1161	8	8	1
158.491	5.299	1	HighY	T3_above.bmp	T2_below.bmp	1213	7	7	1
163.79	5.283	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1098	8	8	1
169.073	5.799	1	HighY	T3_circus.bmp	T2_clown.bmp	1799	7	7	1
174.872	5.299	5	PercY	_F3_f4.bmp	_F2_f4.bmp	1096	7	7	1
180.171	5.8	3	UnrN	T3_rich.bmp	T2_pointed.bmp	1949	8	8	1
185.971	5.782	6	PercN	_F3_s4.bmp	_F1_e4.bmp	1462	8	8	1
191.753	5.299	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1167	8	8	1
197.052	5.8	1	HighY	T3_mitten.bmp	T1_glove.bmp	1140	7	7	1
202.852	5.799	2	LowY	T3_silent.bmp	T1_quiet.bmp	1180	7	7	1
208.651	4.799	3	UnrN	T3_towel.bmp	T1_puppet.bmp	1933	8	8	1
213.45	5.3	1	HighY	T3_syrup.bmp	T0_pancakes.bmp	1022	7	7	1
218.75	5.299	3	UnrN	T3_upper.bmp	T1_broke.bmp	2235	8	8	1
224.049	5.299	2	LowY	T3_lobster.bmp	T0_crab.bmp	1055	7	7	1
229.348	5.816	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	788	8	8	1
235.164	5.799	3	UnrN	T3_ranch.bmp	T0_chin.bmp	1556	8	8	1
240.963	5.8	7	FixY	Gen/_Fix_Red.bmp	Gen/_Fix_Red.bmp	1405	7	7	1
246.763	5.299	2	LowY	T3_razor.bmp	T0_blade.bmp	1173	7	7	1
252.062	4.799	8	FixN	Gen/_Fix_Red.bmp	Gen/_Fix_Green.bmp	2234	8	8	1
256.861	4.8	1	HighY	T3_jam.bmp	T1_jelly.bmp	1155	7	7	1
261.661	5.799	2	LowY	T3_smudge.bmp	T1_smear.bmp	1115	7	7	1
267.46	4.799	3	UnrN	T3_clerk.bmp	T2_bent.bmp	1212	8	8	1
272.259	4.8	2	LowY	T3_finish.bmp	T1_end.bmp	1061	7	7	1
277.059	4.799	6	PercN	_F3_s6.bmp	_F2_e6.bmp	1141	8	8	1
281.858	4.8	8	FixN	Gen/_Fix_Green.bmp	Gen/_Fix_Red.bmp	1270	8	8	1
286.658	5.299	5	PercY	_F3_s6.bmp	_F0_s6.bmp	1335	7	7	1
291.957	5.799	5	PercY	_F3_b4.bmp	_F1_b4.bmp	1043	7	7	1
297.756	4.8	5	PercY	_F3_e4.bmp	_F2_e4.bmp	1396	7	7	1
302.556	5.299	3	UnrN	T3_map.bmp	T2_hut.bmp	2077	8	8	1
307.855	5.799	3	UnrN	T3_scar.bmp	T1_tunnel.bmp	1289	8	8	1
313.654	5.283	6	PercN	_F3_b4.bmp	_F1_f4.bmp	1114	7	8	0
