onset	duration	trial	trial_type	event_type	response_time	value_stimulus	value_reference	response_decision	response_estimation
0.0	1.5	1	early	stimulus	n/a	45.0	n/a	n/a	n/a
5.5	0.5	1	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
6.0	0.802050587997655	1	early	dm_task	0.802050587997655	n/a	21.0	-1.0	n/a
6.802050587997655	0.75	1	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
17.5	0.5	1	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
18.0	2.7486135700019005	1	early	em_task	n/a	n/a	n/a	n/a	41.6548769609216
20.7486135700019	0.75	1	early	em_task_post	n/a	n/a	n/a	n/a	n/a
28.0	1.5	2	late	stimulus	n/a	0.0	n/a	n/a	n/a
39.5	0.5	2	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
40.0	1.20734984200681	2	late	dm_task	1.20734984200681	n/a	0.0	-1.0	n/a
41.207349842006806	0.75	2	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
45.5	0.5	2	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
46.0	2.7378113440062997	2	late	em_task	n/a	n/a	n/a	n/a	0.225945620433237
48.7378113440063	0.75	2	late	em_task_post	n/a	n/a	n/a	n/a	n/a
56.0	1.5	3	early	stimulus	n/a	120.0	n/a	n/a	n/a
61.5	0.5	3	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
62.0	0.699795160995563	3	early	dm_task	0.699795160995563	n/a	-21.0	1.0	n/a
62.69979516099556	0.75	3	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
73.5	0.5	3	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
74.0	1.7625123299949017	3	early	em_task	n/a	n/a	n/a	n/a	117.009431710283
75.7625123299949	0.75	3	early	em_task_post	n/a	n/a	n/a	n/a	n/a
84.0	1.5	4	early	stimulus	n/a	30.0	n/a	n/a	n/a
89.5	0.5	4	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
90.0	1.02215419699496	4	early	dm_task	1.02215419699496	n/a	4.0	-1.0	n/a
91.02215419699496	0.75	4	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
101.5	0.5	4	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
102.0	2.5507898490031984	4	early	em_task	n/a	n/a	n/a	n/a	29.4122410566063
104.5507898490032	0.75	4	early	em_task_post	n/a	n/a	n/a	n/a	n/a
112.0	1.5	5	late	stimulus	n/a	97.5	n/a	n/a	n/a
123.5	0.5	5	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
124.0	1.19350920700526	5	late	dm_task	1.19350920700526	n/a	0.0	1.0	n/a
125.19350920700526	0.75	5	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
129.5	0.5	5	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
130.0	3.4898403770056987	5	late	em_task	n/a	n/a	n/a	n/a	105.804043175846
133.4898403770057	0.75	5	late	em_task_post	n/a	n/a	n/a	n/a	n/a
140.0	1.5	6	late	stimulus	n/a	142.5	n/a	n/a	n/a
151.5	0.5	6	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
152.0	1.01752368800226	6	late	dm_task	1.01752368800226	n/a	-4.0	-1.0	n/a
153.01752368800226	0.75	6	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
157.5	0.5	6	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
158.0	3.1303111970045983	6	late	em_task	n/a	n/a	n/a	n/a	134.034393462734
161.1303111970046	0.75	6	late	em_task_post	n/a	n/a	n/a	n/a	n/a
