onset	duration	trial	trial_type	event_type	response_time	value_stimulus	value_reference	response_decision	response_estimation
0.0	1.5	1	late	stimulus	n/a	52.5	n/a	n/a	n/a
11.5	0.5	1	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
12.0	0.780201645000488	1	late	dm_task	0.780201645000488	n/a	0.0	-1.0	n/a
12.780201645000488	0.75	1	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
17.5	0.5	1	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
18.0	2.9106921960046996	1	late	em_task	n/a	n/a	n/a	n/a	40.3058113000181
20.9106921960047	0.75	1	late	em_task_post	n/a	n/a	n/a	n/a	n/a
28.0	1.5	2	early	stimulus	n/a	120.0	n/a	n/a	n/a
33.5	0.5	2	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
34.0	1.5	2	early	dm_task	1.52137730301183	n/a	4.0	1.0	n/a
35.5	0.75	2	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
45.5	0.5	2	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
46.0	2.183129074008299	2	early	em_task	n/a	n/a	n/a	n/a	130.940464316964
48.1831290740083	0.75	2	early	em_task_post	n/a	n/a	n/a	n/a	n/a
56.0	1.5	3	late	stimulus	n/a	105.0	n/a	n/a	n/a
67.5	0.5	3	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
68.0	0.677003116012202	3	late	dm_task	0.677003116012202	n/a	-21.0	1.0	n/a
68.6770031160122	0.75	3	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
73.5	0.5	3	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
74.0	2.489756319002499	3	late	em_task	n/a	n/a	n/a	n/a	110.826901759837
76.4897563190025	0.75	3	late	em_task_post	n/a	n/a	n/a	n/a	n/a
84.0	1.5	4	early	stimulus	n/a	22.5	n/a	n/a	n/a
89.5	0.5	4	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
90.0	0.900605782007915	4	early	dm_task	0.900605782007915	n/a	0.0	1.0	n/a
90.90060578200791	0.75	4	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
101.5	0.5	4	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
102.0	3.3302951720107004	4	early	em_task	n/a	n/a	n/a	n/a	34.01972611772
105.3302951720107	0.75	4	early	em_task_post	n/a	n/a	n/a	n/a	n/a
112.0	1.5	5	early	stimulus	n/a	97.5	n/a	n/a	n/a
117.5	0.5	5	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
118.0	1.22622725000838	5	early	dm_task	1.22622725000838	n/a	21.0	-1.0	n/a
119.22622725000838	0.75	5	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
129.5	0.5	5	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
130.0	4.286916448007101	5	early	em_task	n/a	n/a	n/a	n/a	97.3757033091789
134.2869164480071	0.75	5	early	em_task_post	n/a	n/a	n/a	n/a	n/a
140.0	1.5	6	early	stimulus	n/a	142.5	n/a	n/a	n/a
145.5	0.5	6	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
146.0	0.780968524006312	6	early	dm_task	0.780968524006312	n/a	-4.0	-1.0	n/a
146.7809685240063	0.75	6	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
157.5	0.5	6	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
158.0	3.226247867001799	6	early	em_task	n/a	n/a	n/a	n/a	133.648053014205
161.2262478670018	0.75	6	early	em_task_post	n/a	n/a	n/a	n/a	n/a
168.0	1.5	7	late	stimulus	n/a	165.0	n/a	n/a	n/a
179.5	0.5	7	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
180.0	0.969675432002987	7	late	dm_task	0.969675432002987	n/a	-21.0	1.0	n/a
180.969675432003	0.75	7	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
185.5	0.5	7	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
186.0	2.0000002349989003	7	late	em_task	n/a	n/a	n/a	n/a	146.500748352889
188.0000002349989	0.75	7	late	em_task_post	n/a	n/a	n/a	n/a	n/a
196.0	1.5	8	early	stimulus	n/a	37.5	n/a	n/a	n/a
201.5	0.5	8	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
202.0	0.811536952998722	8	early	dm_task	0.811536952998722	n/a	-4.0	1.0	n/a
202.81153695299872	0.75	8	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
213.5	0.5	8	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
214.0	3.1893037920089995	8	early	em_task	n/a	n/a	n/a	n/a	43.5585838784221
217.189303792009	0.75	8	early	em_task_post	n/a	n/a	n/a	n/a	n/a
224.0	1.5	9	late	stimulus	n/a	157.5	n/a	n/a	n/a
235.5	0.5	9	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
236.0	0.797980304007069	9	late	dm_task	0.797980304007069	n/a	4.0	-1.0	n/a
236.79798030400707	0.75	9	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
241.5	0.5	9	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
242.0	4.5	9	late	em_task	n/a	n/a	n/a	n/a	n/a
246.5	0.75	9	late	em_task_post	n/a	n/a	n/a	n/a	n/a
252.0	1.5	10	early	stimulus	n/a	75.0	n/a	n/a	n/a
257.5	0.5	10	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
258.0	0.690884224008187	10	early	dm_task	0.690884224008187	n/a	-21.0	1.0	n/a
258.6908842240082	0.75	10	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
269.5	0.5	10	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
270.0	2.9360796930122994	10	early	em_task	n/a	n/a	n/a	n/a	71.6130055539788
272.9360796930123	0.75	10	early	em_task_post	n/a	n/a	n/a	n/a	n/a
280.0	1.5	11	late	stimulus	n/a	82.5	n/a	n/a	n/a
291.5	0.5	11	late	dm_task_pre	n/a	n/a	n/a	n/a	n/a
292.0	0.74416955000197	11	late	dm_task	0.74416955000197	n/a	-21.0	1.0	n/a
292.74416955000197	0.75	11	late	dm_task_post	n/a	n/a	n/a	n/a	n/a
297.5	0.5	11	late	em_task_pre	n/a	n/a	n/a	n/a	n/a
298.0	2.6918360679992013	11	late	em_task	n/a	n/a	n/a	n/a	71.9954594799222
300.6918360679992	0.75	11	late	em_task_post	n/a	n/a	n/a	n/a	n/a
308.0	1.5	12	early	stimulus	n/a	7.5	n/a	n/a	n/a
313.5	0.5	12	early	dm_task_pre	n/a	n/a	n/a	n/a	n/a
314.0	1.27006453501235	12	early	dm_task	1.27006453501235	n/a	-21.0	1.0	n/a
315.27006453501235	0.75	12	early	dm_task_post	n/a	n/a	n/a	n/a	n/a
325.5	0.5	12	early	em_task_pre	n/a	n/a	n/a	n/a	n/a
326.0	2.5492249930102986	12	early	em_task	n/a	n/a	n/a	n/a	24.5623162944597
328.5492249930103	0.75	12	early	em_task_post	n/a	n/a	n/a	n/a	n/a
